family_name,initials,given_names,name,num_det
Anusarnsunthorn,V.,NULL,"Anusarnsunthorn, V.",9
Boivin,J.R.B.,"Joseph Robert Bernard","Boivin, J.R.B.",9
Parkes,D.M.,NULL,"Parkes, D.M.",9
Wilson,F.R.M.,NULL,"Wilson, F.R.M.",9
Hopper,S.,NULL,"Hopper, S.",9
Davies,J.B.,NULL,"Davies, J.B.",9
Miller,V.,NULL,"Miller, V.",9
Raz,L.,Lauren,"Raz, L.",9
Mueller,G.M.,Greg,"Mueller, G.M.",9
Trumbull-Ward,A.,NULL,"Trumbull-Ward, A.",9
Thomson,B.G.,NULL,"Thomson, B.G.",9
Raulings,E.,NULL,"Raulings, E.",9
Wright,A.E.,NULL,"Wright, A.E.",9
McMullan,S.J.,NULL,"McMullan, S.J.",9
Kroner,G.,NULL,"Kroner, G.",9
Hinojosa,L.F.,"Luis Felipe","Hinojosa, L.F.",9
Boots,M.,NULL,"Boots, M.",8
Clements,M.,NULL,"Clements, M.",8
Mitchell,A.A.,NULL,"Mitchell, A.A.",8
Lloyd,C.G.,"Curtis Gates","Lloyd, C.G.",8
Low,J.,NULL,"Low, J.",8
Tonkinson,J.R.,NULL,"Tonkinson, J.R.",8
Lay,G.M.,Geoff,"Lay, G.M.",8
Crozier,F.,NULL,"Crozier, F.",8
Johnston,P.R.,NULL,"Johnston, P.R.",8
Hammar,NULL,NULL,Hammar,8
Kao,M.T.,NULL,"Kao, M.T.",8
Blanchon,D.J.,Dan,"Blanchon, D.J.",8
Giacchini,A.J.,NULL,"Giacchini, A.J.",8
Szlachetko,D.L.,NULL,"Szlachetko, D.L.",8
Ford,K.A.,Kerry,"Ford, K.A.",8
Freyn,J.,NULL,"Freyn, J.",8
Thomas,M.,NULL,"Thomas, M.",8
Chung,Kuo-Fang,NULL,"Chung, Kuo-Fang",8
Walsh,N.E.,NULL,"Walsh, N.E.",8
Flint,E.A.,NULL,"Flint, E.A.",8
Baker,R.T.,"Richard Thomas","Baker, R.T.",8
Patterson,G.,NULL,"Patterson, G.",8
Rogers,K.C.,Keith,"Rogers, K.C.",8
Stanley,T.D.,NULL,"Stanley, T.D.",8
Werff,"J.F. van der",NULL,"Werff, J.F. van der",8
Hitchcock,A.S.,NULL,"Hitchcock, A.S.",8
Wijk,"R. van der",NULL,"Wijk, R. van der",8
Melvaine,A.,NULL,"Melvaine, A.",8
"Griffiths Jnr",A.,Austin,"Griffiths Jnr, A.",8
Kurokawa,NULL,NULL,Kurokawa,8
Burns,A.E.,Anna,"Burns, A.E.",8
Harrower,E.,Emma,"Harrower, E.",8
Weber,R.,Rolf,"Weber, R.",8
Morris,M.,NULL,"Morris, M.",8
Ackland,J.,NULL,"Ackland, J.",8
Shaw,"H.K. Air",NULL,"Shaw, H.K. Air",8
Herzog,T.,NULL,"Herzog, T.",8
Carr,G.,NULL,"Carr, G.",8
T.D.,NULL,NULL,T.D.,8
Yamaguchi,T.,Tomio,"Yamaguchi, T.",8
Randell,B.D.,NULL,"Randell, B.D.",8
Cretzoiu,P.,NULL,"Cretzoiu, P.",8
"Mohan Ram",NULL,NULL,"Mohan Ram",8
Riina,R.,Riccarda,"Riina, R.",8
Macdonald,R.,NULL,"Macdonald, R.",8
Knapp,S.,NULL,"Knapp, S.",8
Yamada,K.,NULL,"Yamada, K.",8
Bainbridge,B.,NULL,"Bainbridge, B.",8
Archer,A.,Alan,"Archer, A.",8
Boyle,M.T.,Miranda,"Boyle, M.T.",8
Baker,W.R.,NULL,"Baker, W.R.",8
Beek,"A. van de",NULL,"Beek, A. van de",8
Murgai,P.,NULL,"Murgai, P.",8
Lowry,P.P.,"Porter Prescott","Lowry, P.P.",8
MacGregor,W.,William,"MacGregor, W.",8
Harvey,W.,NULL,"Harvey, W.",8
Andrews,A.L.,NULL,"Andrews, A.L.",8
Thomas,R.,Ray,"Thomas, R.",8
Schelpe,E.,NULL,"Schelpe, E.",8
Bonapart,R.,NULL,"Bonapart, R.",8
Eichler,J.,NULL,"Eichler, J.",8
Macaulay,L.,Lisa,"Macaulay, L.",8
Preiss,J.A.L.,NULL,"Preiss, J.A.L.",8
Brown,E.,Elizabeth,"Brown, E.",8
Florin,R.,NULL,"Florin, R.",8
Sherwood,M.,NULL,"Sherwood, M.",8
Thompson,R.,NULL,"Thompson, R.",8
Lloyd,C.,NULL,"Lloyd, C.",8
Nairn,L.C.,NULL,"Nairn, L.C.",8
"Nash III",T.H.,NULL,"Nash III, T.H.",8
Aziz,K.,NULL,"Aziz, K.",8
Hemmings,F.,Frank,"Hemmings, F.",8
Hawksworth,D.L.,NULL,"Hawksworth, D.L.",8
Arnell,S.,NULL,"Arnell, S.",8
Fell,D.G.,NULL,"Fell, D.G.",8
Clemesha,S.,NULL,"Clemesha, S.",8
Lorence,D.H.,David,"Lorence, D.H.",8
Grant,A.,NULL,"Grant, A.",8
Wurdack,J.J.,NULL,"Wurdack, J.J.",8
Rudolph,P.,NULL,"Rudolph, P.",8
Parker,M.O.,NULL,"Parker, M.O.",8
Lee,W.,NULL,"Lee, W.",8
Clemens,M.E.,NULL,"Clemens, M.E.",8
Briggs,B.,NULL,"Briggs, B.",8
Turpin,G.P.,NULL,"Turpin, G.P.",8
Thorne,R.F.,Robert,"Thorne, R.F.",8
"Vargas C.",I.G.,Israel,"Vargas C., I.G.",8
Wirth,V.,NULL,"Wirth, V.",8
Kleinig,D.,NULL,"Kleinig, D.",8
"bin Paie",I.,Ilias,"bin Paie, I.",8
Bienvenu,F.E.,NULL,"Bienvenu, F.E.",8
Molyneux,W.,Bill,"Molyneux, W.",8
Sonenberg,E.J.,NULL,"Sonenberg, E.J.",8
Perry,W.,NULL,"Perry, W.",8
Braun,A.,NULL,"Braun, A.",8
Cheel,E.,NULL,"Cheel, E.",8
Stimpson,M.L.,Margaret,"Stimpson, M.L.",8
Farrant,P.,NULL,"Farrant, P.",8
Danks,M.,Melissa,"Danks, M.",8
Shepley,E.A.,NULL,"Shepley, E.A.",8
Kottek,M.,NULL,"Kottek, M.",8
Prichard,G.C.,NULL,"Prichard, G.C.",8
Hengst,"S. den",NULL,"Hengst, S. den",8
Manning,W.E.,"Wayne Eyer","Manning, W.E.",7
Williams,S.,NULL,"Williams, S.",7
Schlechtendal,"D.F.L. von",NULL,"Schlechtendal, D.F.L. von",7
Virtanen,V.,NULL,"Virtanen, V.",7
Coode,M.J.E.,NULL,"Coode, M.J.E.",7
Plaizier,A.C.,NULL,"Plaizier, A.C.",7
Reine,"W.F.P. du",NULL,"Reine, W.F.P. du",7
Goldblatt,P.,NULL,"Goldblatt, P.",7
Wu,P.C.,NULL,"Wu, P.C.",7
Eddy,A.,NULL,"Eddy, A.",7
I.T.,NULL,NULL,I.T.,7
Stevens,N.,NULL,"Stevens, N.",7
Thines,M.,Marco,"Thines, M.",7
Hsu,C.C.,NULL,"Hsu, C.C.",7
Venkatesh,G.S.,NULL,"Venkatesh, G.S.",7
Gannal,NULL,NULL,Gannal,7
Vorster,P.,NULL,"Vorster, P.",7
Stefureac,Tr.,NULL,"Stefureac, Tr.",7
Haska,J.F.,Julia,"Haska, J.F.",7
Brinsley,W.,NULL,"Brinsley, W.",7
Oldfield,A.F.,NULL,"Oldfield, A.F.",7
Pancher,J.A.I.,NULL,"Pancher, J.A.I.",7
Forde,P.,NULL,"Forde, P.",7
Davidse,G.,Gerrit,"Davidse, G.",7
Althofer,G.W.,NULL,"Althofer, G.W.",7
Cronk,Q.,NULL,"Cronk, Q.",7
Hedenäs,L.,Lars,"Hedenäs, L.",7
Nelder,V.J.,NULL,"Nelder, V.J.",7
Trinkaus,U.,Ulli,"Trinkaus, U.",7
Schultz,N.,NULL,"Schultz, N.",7
Edginton,M.E.,NULL,"Edginton, M.E.",7
Downs,K.M.,NULL,"Downs, K.M.",7
Mill,R.,NULL,"Mill, R.",7
McDonald,W.J.,NULL,"McDonald, W.J.",7
Richards,E.,NULL,"Richards, E.",7
Pfeil,B.,NULL,"Pfeil, B.",7
Norris,D.H.,Daniel,"Norris, D.H.",7
Lovis,J.D.,NULL,"Lovis, J.D.",7
Smith,R.T.,NULL,"Smith, R.T.",7
Pitts,D.S.,NULL,"Pitts, D.S.",7
Lum,S.K.Y.,NULL,"Lum, S.K.Y.",7
Jardine,D.,NULL,"Jardine, D.",7
"Botanical Information Service",NULL,NULL,"Botanical Information Service",7
Cross,R.,NULL,"Cross, R.",7
Grey,P.M.,Pat,"Grey, P.M.",7
Swallen,J.R.,Jason,"Swallen, J.R.",7
Fischer,NULL,NULL,Fischer,7
Drinnan,A.N.,Andrew,"Drinnan, A.N.",7
Barfod,A.,NULL,"Barfod, A.",7
Kodela,P.,NULL,"Kodela, P.",7
Vitalariu,G.,NULL,"Vitalariu, G.",7
Buchenau,Fr.,NULL,"Buchenau, Fr.",7
Slee,A.,NULL,"Slee, A.",7
Frederiksen,S.,NULL,"Frederiksen, S.",7
Talavera,S.,NULL,"Talavera, S.",7
Castells,E.,Eva,"Castells, E.",7
Lambauer,M.,NULL,"Lambauer, M.",7
Fabius,NULL,NULL,Fabius,7
Yugovic,J.V.,NULL,"Yugovic, J.V.",7
Vaughan,A.C.,Alison,"Vaughan, A.C.",7
Payne,M.C.,NULL,"Payne, M.C.",7
Sherwood,M.A.,NULL,"Sherwood, M.A.",7
"Van Steenis",C.G.,NULL,"Van Steenis, C.G.",7
Sutton,F.M.,Fiona,"Sutton, F.M.",7
Epling,C.,Carl,"Epling, C.",7
Macheda,D.R.,Rita,"Macheda, D.R.",7
Hunter,W.,NULL,"Hunter, W.",7
Marshall,N.,NULL,"Marshall, N.",7
Boeckler,C.,NULL,"Boeckler, C.",7
Harling,G.,NULL,"Harling, G.",7
Braggins,J.E.,NULL,"Braggins, J.E.",7
Larsen,"H.J. Jnr",NULL,"Larsen, H.J. Jnr",7
Weber,J.,NULL,"Weber, J.",7
Kobayashi,T.,NULL,"Kobayashi, T.",7
Swindley,F.,Fred,"Swindley, F.",7
Verdoorn,F.,NULL,"Verdoorn, F.",7
Chaw,S.M.,Shu-Miaw,"Chaw, S.M.",7
Kadereit,J.W.,Joachim,"Kadereit, J.W.",7
Tebbs,M.C.,NULL,"Tebbs, M.C.",7
Gray,A.,NULL,"Gray, A.",7
Cole,F.M.,NULL,"Cole, F.M.",7
Sikkes,A.,NULL,"Sikkes, A.",7
Courtney,E.,NULL,"Courtney, E.",7
Brummit,R.K.,NULL,"Brummit, R.K.",7
Hyland,B.P.,NULL,"Hyland, B.P.",7
McMaster,D.,Donna,"McMaster, D.",7
Cameron,D.,NULL,"Cameron, D.",7
Jaensch,S.,NULL,"Jaensch, S.",7
Mill,R.R.,NULL,"Mill, R.R.",7
Hook,R.A.,NULL,"Hook, R.A.",7
Na-Thalang,O.,NULL,"Na-Thalang, O.",7
Craven,L.,Lyn,"Craven, L.",7
A.B.,NULL,NULL,A.B.,7
Samuelsson,G.,NULL,"Samuelsson, G.",7
Muir,A.A.,NULL,"Muir, A.A.",7
Akiyama,H.,Hiroyuki,"Akiyama, H.",7
"Medina L.",R.,NULL,"Medina L., R.",6
Crum,H.,NULL,"Crum, H.",6
Pike,L.H.,NULL,"Pike, L.H.",6
Takeuchi,W.N.,Wayne,"Takeuchi, W.N.",6
Matthews,D.,NULL,"Matthews, D.",6
Grant,A.W.T.,NULL,"Grant, A.W.T.",6
AD,NULL,NULL,AD,6
Kipka,S.,Simone,"Kipka, S.",6
Rico,"M. de L.","Maria de Lourdes","Rico, M. de L.",6
Rajchenberg,M.,Mario,"Rajchenberg, M.",6
Peel,W.D.,NULL,"Peel, W.D.",6
Varde,"P. de la",NULL,"Varde, P. de la",6
Arroyo,M.T.,NULL,"Arroyo, M.T.",6
Pearce,L.F.,NULL,"Pearce, L.F.",6
Wilson,P.S.,Paul,"Wilson, P.S.",6
Weibel,R.,NULL,"Weibel, R.",6
Phelan,G.,NULL,"Phelan, G.",6
Prodan,I.,NULL,"Prodan, I.",6
George,A.,NULL,"George, A.",6
Milne,P.R.,NULL,"Milne, P.R.",6
Corner,E.J.H.,NULL,"Corner, E.J.H.",6
Conway,E.,NULL,"Conway, E.",6
Wimmer,F.E.,NULL,"Wimmer, F.E.",6
Grace,J.,NULL,"Grace, J.",6
Colgan,W.,NULL,"Colgan, W.",6
Copley,B.,NULL,"Copley, B.",6
Mertens,F.K.,NULL,"Mertens, F.K.",6
Anderson,J.B.,NULL,"Anderson, J.B.",6
Begg,A.,NULL,"Begg, A.",6
"Lumbsch. H.T.",NULL,NULL,"Lumbsch. H.T.",6
Whinray,J.,NULL,"Whinray, J.",6
Gibb,N.A.F.,NULL,"Gibb, N.A.F.",6
Chin,T.Y.,NULL,"Chin, T.Y.",6
Smith,L.B.,Lyman,"Smith, L.B.",6
Strid,D.,Dennis,"Strid, D.",6
Norlindh,T.,Tycho,"Norlindh, T.",6
Dalton,P.J.,Paddy,"Dalton, P.J.",6
Lewis,D.L.,NULL,"Lewis, D.L.",6
Esslinger,T.L.,NULL,"Esslinger, T.L.",6
Murray,B.F.,NULL,"Murray, B.F.",6
Hormann,H.,NULL,"Hormann, H.",6
Lewis,S.,NULL,"Lewis, S.",6
Hort,F.,Fred,"Hort, F.",6
Anderton,N.,NULL,"Anderton, N.",6
Seigler,D.,NULL,"Seigler, D.",6
Morton,C.V.,"Conrad Vernon","Morton, C.V.",6
Tantra,I.G.M.,NULL,"Tantra, I.G.M.",6
Bromilow,B.,Bob,"Bromilow, B.",6
James,E.A.,"Elizabeth Ann","James, E.A.",6
Whitteron,F.,NULL,"Whitteron, F.",6
Dittrich,V.,NULL,"Dittrich, V.",6
Ochi,H.,NULL,"Ochi, H.",6
Engel,J.J.,NULL,"Engel, J.J.",6
Wong,P.Y.,NULL,"Wong, P.Y.",6
Horsfall,P.F.,NULL,"Horsfall, P.F.",6
Batianoff,G.,NULL,"Batianoff, G.",6
Lee,NULL,NULL,Lee,6
Purdie,A.W.,NULL,"Purdie, A.W.",6
Watanabe,K.,Kuniaki,"Watanabe, K.",6
Althofer,G.,NULL,"Althofer, G.",6
Forstner,S.,NULL,"Forstner, S.",6
Glen,H.F.,Hugh,"Glen, H.F.",6
Trengove,M.,Mark,"Trengove, M.",6
Andrews,S.B.,NULL,"Andrews, S.B.",6
Carroll,E.J.,NULL,"Carroll, E.J.",6
Bannister,J.,NULL,"Bannister, J.",6
"Smith. R.V.",NULL,NULL,"Smith. R.V.",6
Allan,H.H.,NULL,"Allan, H.H.",6
Ghobad-Nejhad,M.,NULL,"Ghobad-Nejhad, M.",6
"see notes",NULL,NULL,"see notes",6
Lam,H.J.,Herman,"Lam, H.J.",6
Obbens,F.,NULL,"Obbens, F.",6
Grimshaw,P.,NULL,"Grimshaw, P.",6
Kissane,J.C.,NULL,"Kissane, J.C.",6
Geheeb,A.,NULL,"Geheeb, A.",6
Davies,R.J.-P.,NULL,"Davies, R.J.-P.",6
Dell,M.D.,Matthew,"Dell, M.D.",6
Patrick,S.,NULL,"Patrick, S.",6
Yugovic,J.Z.,NULL,"Yugovic, J.Z.",6
Ropin,K.,NULL,"Ropin, K.",6
Worboys,S.J.,NULL,"Worboys, S.J.",6
Markova,M.,NULL,"Markova, M.",6
Tozer,M.E.,NULL,"Tozer, M.E.",6
Sellow,F.,Friedrich,"Sellow, F.",6
Diels,F.E.L.,NULL,"Diels, F.E.L.",6
Welwitsch,F.M.J.,NULL,"Welwitsch, F.M.J.",6
Louden,M.,NULL,"Louden, M.",6
Evans,G.,NULL,"Evans, G.",6
Brooker,T.,NULL,"Brooker, T.",6
Smith,A.C.,NULL,"Smith, A.C.",6
Phillips,L.E.,NULL,"Phillips, L.E.",6
Kutzing,NULL,NULL,Kutzing,6
Gallagher,C.L.,Catherine,"Gallagher, C.L.",6
Keane,P.,Phil,"Keane, P.",6
Bohs,L.,NULL,"Bohs, L.",6
"Van Bockel",D.J.,NULL,"Van Bockel, D.J.",6
Thurgai,P.,NULL,"Thurgai, P.",6
Bartling,F.G.,"Friedrich Gottlieb","Bartling, F.G.",6
Romero,C.,NULL,"Romero, C.",6
Clifton,E.J.,NULL,"Clifton, E.J.",6
Burges,A.,NULL,"Burges, A.",6
Bougher,N.L.,NULL,"Bougher, N.L.",6
Aston,H.A.,NULL,"Aston, H.A.",6
Everist,S.L.,NULL,"Everist, S.L.",6
Dale,L.G.,NULL,"Dale, L.G.",6
Booth,C.,NULL,"Booth, C.",6
Wilson,W.S.,NULL,"Wilson, W.S.",6
Clark,B.G.,NULL,"Clark, B.G.",6
Keum,Y.S.,NULL,"Keum, Y.S.",6
Baumgartner,J.,NULL,"Baumgartner, J.",6
Simpson,C.C.,NULL,"Simpson, C.C.",6
Sands,M.J.S.,Martin,"Sands, M.J.S.",6
Melville,NULL,NULL,Melville,6
"Mohlenbrock Jnr.",R.H.,"Robert H.","Mohlenbrock Jnr., R.H.",6
Marks,C.,Claire,"Marks, C.",6
Moody,M.,Michael,"Moody, M.",5
Adams,J.E.,NULL,"Adams, J.E.",5
Cowan,C.M.,Madeleine,"Cowan, C.M.",5
McGillivray,D.G.,NULL,"McGillivray, D.G.",5
Stockton,G.,NULL,"Stockton, G.",5
Grintescu,G.P.,NULL,"Grintescu, G.P.",5
Wrigley,J.W.,NULL,"Wrigley, J.W.",5
Vaughan,L.J.,Luke,"Vaughan, L.J.",5
Elliott,M.P.,Maree,"Elliott, M.P.",5
Gallego,M.T.,Maria,"Gallego, M.T.",5
Learmonth,K.M.,Karly,"Learmonth, K.M.",5
Fagg,M.,NULL,"Fagg, M.",5
Diels,F.L.,NULL,"Diels, F.L.",5
Hawker,P.,NULL,"Hawker, P.",5
Solomon,J.C.,Jim,"Solomon, J.C.",5
LeBreton,S.C.,NULL,"LeBreton, S.C.",5
Skinner,S.,NULL,"Skinner, S.",5
Pruski,J.,NULL,"Pruski, J.",5
Johnstone,R.,NULL,"Johnstone, R.",5
Ahmet,A.,Amy,"Ahmet, A.",5
Blaxwell,D.F.,NULL,"Blaxwell, D.F.",5
So,M.L.,NULL,"So, M.L.",5
Zhonglang,Wang,NULL,"Zhonglang, Wang",5
Morrison,H.A.,Alan,"Morrison, H.A.",5
Roeser,M.,NULL,"Roeser, M.",5
Gates,G.,NULL,"Gates, G.",5
Newbey,K.R.,NULL,"Newbey, K.R.",5
Patton,"Dr. R.T.",NULL,"Patton, Dr. R.T.",5
Gray,B.,NULL,"Gray, B.",5
Meagher,D.,NULL,"Meagher, D.",5
Holtham,R.E.,NULL,"Holtham, R.E.",5
Earl,G.,Gill,"Earl, G.",5
Allender,M.,NULL,"Allender, M.",5
Whitelegge,T.,NULL,"Whitelegge, T.",5
Matteri,C.M.,NULL,"Matteri, C.M.",5
Mueller,D.G.,NULL,"Mueller, D.G.",5
Stenberg,L.,Lennart,"Stenberg, L.",5
Margadant,W.D.,NULL,"Margadant, W.D.",5
Rahn,K.,NULL,"Rahn, K.",5
Johnson,L.A.,NULL,"Johnson, L.A.",5
Dransfield,J.,John,"Dransfield, J.",5
Rundel,P.W.,NULL,"Rundel, P.W.",5
Finck,P.E.,NULL,"Finck, P.E.",5
Boschma,S.,NULL,"Boschma, S.",5
Watthana,S.,NULL,"Watthana, S.",5
McL,E.,NULL,"McL, E.",5
Paulsen,O.V.,"Ove Vilhelm","Paulsen, O.V.",5
Reilly,R.R.,NULL,"Reilly, R.R.",5
Domina,G.,NULL,"Domina, G.",5
Muir,J.B.,NULL,"Muir, J.B.",5
Sharpe,P.,NULL,"Sharpe, P.",5
Kiener,W.,NULL,"Kiener, W.",5
Audas,J.W.C.,NULL,"Audas, J.W.C.",5
Jessup,L.K.,NULL,"Jessup, L.K.",5
Andrews,NULL,NULL,Andrews,5
Varde,"R.P. de la",NULL,"Varde, R.P. de la",5
Sage,L.W.,NULL,"Sage, L.W.",5
Brown,E.A.,NULL,"Brown, E.A.",5
Gunness,A.,Ann,"Gunness, A.",5
Nicholls,A.W.,NULL,"Nicholls, A.W.",5
Wayda,M.,Maciej,"Wayda, M.",5
Scott-Walker,G.,Geordie,"Scott-Walker, G.",5
Macdonald,M.J.,NULL,"Macdonald, M.J.",5
Gancev,I.,NULL,"Gancev, I.",5
Marjanen,S.,NULL,"Marjanen, S.",5
George,E.A.,NULL,"George, E.A.",5
Parker,M.,NULL,"Parker, M.",5
Smith,G.P.,NULL,"Smith, G.P.",5
Must,J.,NULL,"Must, J.",5
Nampy,S.,Santhosh,"Nampy, S.",5
Kuzmanov,B.,NULL,"Kuzmanov, B.",5
Howe,F.W.,NULL,"Howe, F.W.",5
Pullen,R.,NULL,"Pullen, R.",5
Swindley,F.G.,NULL,"Swindley, F.G.",5
Prance,G.T.,NULL,"Prance, G.T.",5
Drury,D.G.,NULL,"Drury, D.G.",5
Ravarut,M.,NULL,"Ravarut, M.",5
Burbidge,A.,NULL,"Burbidge, A.",5
Müller,M.A.N.,NULL,"Müller, M.A.N.",5
Rogers,F.J.C.,NULL,"Rogers, F.J.C.",5
Choo,L.T.,NULL,"Choo, L.T.",5
Donaldson,S.,NULL,"Donaldson, S.",5
Díaz-Tapia,P.,Pilar,"Díaz-Tapia, P.",5
Killip,E.P.,Ellsworth,"Killip, E.P.",5
Zander,R.H.,NULL,"Zander, R.H.",5
Ando,H.,NULL,"Ando, H.",5
Velcev,V.,NULL,"Velcev, V.",5
Christensen,K.I.,NULL,"Christensen, K.I.",5
Brown,A.,NULL,"Brown, A.",5
Danthu,P.,Pascal,"Danthu, P.",5
Marshall,M.,NULL,"Marshall, M.",5
Stanton,J.P.,NULL,"Stanton, J.P.",5
Meissner,R.,NULL,"Meissner, R.",5
Smith,R.I.L.,NULL,"Smith, R.I.L.",5
Lucas,G.R.,NULL,"Lucas, G.R.",5
Ollerenshaw,P.,NULL,"Ollerenshaw, P.",5
Suprin,B.,NULL,"Suprin, B.",5
Tovey,J.R.,NULL,"Tovey, J.R.",5
Green,S.A.,NULL,"Green, S.A.",5
Schüßler,C.,Christina,"Schüßler, C.",5
Taylor,M.,NULL,"Taylor, M.",5
Rodd,C.,NULL,"Rodd, C.",5
Everett,J.A.,NULL,"Everett, J.A.",5
Heuzenroeder,M.,NULL,"Heuzenroeder, M.",5
Moncada,B.,NULL,"Moncada, B.",5
Rourke,J.P.,John,"Rourke, J.P.",5
Boatwright,J.S.,NULL,"Boatwright, J.S.",5
Wightman,G.M.,NULL,"Wightman, G.M.",5
Pitts,D.,David,"Pitts, D.",5
Gordes,C.,Clive,"Gordes, C.",5
Duncan,B.,NULL,"Duncan, B.",5
Bockel,"D.J. van",NULL,"Bockel, D.J. van",5
Yanying,R.,NULL,"Yanying, R.",5
Leichhardt,F.W.L.,NULL,"Leichhardt, F.W.L.",5
"Ross. J.H.",NULL,NULL,"Ross. J.H.",5
Spooner,A.G.,NULL,"Spooner, A.G.",5
Lindahl,P.-O.,NULL,"Lindahl, P.-O.",5
Bell,A.W.,NULL,"Bell, A.W.",5
Talbot,P.H.B.,NULL,"Talbot, P.H.B.",5
Hymowitz,T.,NULL,"Hymowitz, T.",5
Stockton,G.L.,Graeme,"Stockton, G.L.",5
Sweedman,L.S.,NULL,"Sweedman, L.S.",5
Heenan,P.B.,Peter,"Heenan, P.B.",5
Vis,M.L.,Morgan,"Vis, M.L.",5
Marshall,D.,Deanna,"Marshall, D.",5
West,J.A.,John,"West, J.A.",5
Frankton,C.,NULL,"Frankton, C.",5
Power,G.C.J.,NULL,"Power, G.C.J.",5
Koch,M.,,"Koch, M.",5
Morariu,I.,Iuliu,"Morariu, I.",5
Vidal,J.E.,NULL,"Vidal, J.E.",5
Taylor,M.J.,NULL,"Taylor, M.J.",5
Rechinger,NULL,NULL,Rechinger,5
Blom,C.H.,Carl,"Blom, C.H.",5
"Boza Espinoza",T.E.,"Tatiana Erika","Boza Espinoza, T.E.",5
Ollgaard,H.,NULL,"Ollgaard, H.",5
Browne,F.E.,Faye,"Browne, F.E.",5
Kanis,J.A.,NULL,"Kanis, J.A.",5
Harden,G.,NULL,"Harden, G.",5
Reid,J.R.,NULL,"Reid, J.R.",5
Smith,R.,Reannon,"Smith, R.",5
Matarczyk,J.A.,NULL,"Matarczyk, J.A.",5
Pauwels,L.,NULL,"Pauwels, L.",5
Short,P.,NULL,"Short, P.",5
Tate,J.,Jack,"Tate, J.",5
Simons,E.L.A.N.,NULL,"Simons, E.L.A.N.",5
Hansford,C.G.,NULL,"Hansford, C.G.",5
Murray,J.A.,James,"Murray, J.A.",5
Buek,J.N.,Johannes,"Buek, J.N.",5
Hao,NULL,NULL,Hao,5
Blackwood,M.,NULL,"Blackwood, M.",5
"Guerra Montes",J.,Juan,"Guerra Montes, J.",5
Looby,M.,Matt,"Looby, M.",5
Ponsford,D.M.,NULL,"Ponsford, D.M.",5
Zdravevski,J.,NULL,"Zdravevski, J.",5
Tucker,S.,NULL,"Tucker, S.",4
Benl,NULL,NULL,Benl,4
Jeppesen,S.,NULL,"Jeppesen, S.",4
Lullfitz,F.,NULL,"Lullfitz, F.",4
McDonald,M.,NULL,"McDonald, M.",4
Miles,J.,NULL,"Miles, J.",4
Hyde,M.K.,NULL,"Hyde, M.K.",4
Holubkova,H.S.,NULL,"Holubkova, H.S.",4
Lewis,P.,NULL,"Lewis, P.",4
McLean,A.,NULL,"McLean, A.",4
Croll,R.D.,NULL,"Croll, R.D.",4
Norris,K.,NULL,"Norris, K.",4
Herscovitch,C.,NULL,"Herscovitch, C.",4
Benet-Pierce,N.,NULL,"Benet-Pierce, N.",4
Spooner,B.,NULL,"Spooner, B.",4
Sànchez-Cuxart,A.,NULL,"Sànchez-Cuxart, A.",4
Todzia,C.A.,NULL,"Todzia, C.A.",4
Williams,N.,Nick,"Williams, N.",4
Franc,I.,Isidore,"Franc, I.",4
Bonjean,J.L.,NULL,"Bonjean, J.L.",4
Kozuharov,S.I.,NULL,"Kozuharov, S.I.",4
Cavanaugh,T.,NULL,"Cavanaugh, T.",4
Proskauer,J.,NULL,"Proskauer, J.",4
Muller,C.H.,"Cornelius Herman","Muller, C.H.",4
Mollemans,F.H.,NULL,"Mollemans, F.H.",4
Friis-Johansen,B.,NULL,"Friis-Johansen, B.",4
Kuntze,O.,NULL,"Kuntze, O.",4
Pop,I.,NULL,"Pop, I.",4
Hall,A.,NULL,"Hall, A.",4
Fink,B.,Bruce,"Fink, B.",4
Boerlage,J.G.,Jacob,"Boerlage, J.G.",4
Crosby,M.R.,Marshall,"Crosby, M.R.",4
Kirk,T.,Thomas,"Kirk, T.",4
Torn,K.,Kaire,"Torn, K.",4
Hattaway,R.A.,NULL,"Hattaway, R.A.",4
Płachno,B.J.,"Bartosz Jan","Płachno, B.J.",4
Simpson,M.J.A.,NULL,"Simpson, M.J.A.",4
Zenhong,Yang,NULL,"Zenhong, Yang",4
Start,A.N.,NULL,"Start, A.N.",4
Mitten,W.,NULL,"Mitten, W.",4
Goldman,D.H.,NULL,"Goldman, D.H.",4
Sluiter,K.,Karin,"Sluiter, K.",4
Nge,F.,Francis,"Nge, F.",4
Doust,A.N.,NULL,"Doust, A.N.",4
Daniel,A.J.,NULL,"Daniel, A.J.",4
Robinson,R.,NULL,"Robinson, R.",4
Turnbull,J.,NULL,"Turnbull, J.",4
Hilitzer,A.,NULL,"Hilitzer, A.",4
Ward,G.,NULL,"Ward, G.",4
Connop,L.,NULL,"Connop, L.",4
Tehler,A.,NULL,"Tehler, A.",4
Nagalingum,N.S.,Nathalie,"Nagalingum, N.S.",4
Peterson,J.,NULL,"Peterson, J.",4
"St John",H.,NULL,"St John, H.",4
Jenek,C.,NULL,"Jenek, C.",4
McClintock,E.,NULL,"McClintock, E.",4
Martin,P.J.,"Peter John","Martin, P.J.",4
Gueidan,C.,Cécile,"Gueidan, C.",4
Casson,N.,NULL,"Casson, N.",4
