,COLL_ID,NAME,LNAME,FNAME,MNAME,match_name,left_side,right_side,similarity,dup_count,item,itemLabel,surname,initials,canonical_string,orcid,viaf,isni,harv,ipni,abbr,bloodhound_id,enc_au_sc_id,au_dict_bio,yob,yod,wyb,wye,wikidata_link,orcid_link,harv_link,ipni_link,bloodhound_link,enc_au_sc_link,au_dict_bio_link
601,SEG,Scott Elliot G.F.,Scott Elliot,George,Francis,"Scott Elliot, G.F.","Scott Elliot, G.F.","Scott-Elliot, G.F.",1.0,1.0,http://www.wikidata.org/entity/Q5877823,George Francis Scott-Elliot,Scott-Elliot,G.F.,"Scott-Elliot, G.F.",,36463193,0000 0001 0779 7110,25158.0,9393-1,Scott Elliot,,,,1862.0,1934.0,,,http://www.wikidata.org/wiki/Q5877823,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=25158,https://www.ipni.org/a/9393-1,,,
616,WLKGA,Walker Arnott G.A.,Walker Arnott,George,Arnold,"Walker Arnott, G.A.","Walker Arnott, G.A.","Walker-Arnott, G.A.",1.0,1.0,http://www.wikidata.org/entity/Q730292,George Arnott Walker-Arnott,Walker-Arnott,G.A.,"Walker-Arnott, G.A.",,46871728,0000 0000 7362 4480,107976.0,281-1,Arn.,,,,1799.0,1868.0,,,http://www.wikidata.org/wiki/Q730292,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=107976,https://www.ipni.org/a/281-1,,,
634,SCHIA1,Schimper A.F.W.,Schimper,Andreas,Franz Wilhelm,"Schimper, A.F.W.","Schimper, A.F.W.","Schimper, A.F.W.",1.0,1.0,http://www.wikidata.org/entity/Q63760,Andreas Franz Wilhelm Schimper,Schimper,A.F.W.,"Schimper, A.F.W.",,17372370,0000 0001 2122 5127,65288.0,9088-1,A.Schimp.,,,,1856.0,1901.0,,,http://www.wikidata.org/wiki/Q63760,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=65288,https://www.ipni.org/a/9088-1,,,
679,BRAAM,Brand A.M.,Brand,A.,M.,"Brand, A.M.","Brand, A.M.","Brand, A.M.",1.0,1.0,http://www.wikidata.org/entity/Q21340723,A. Maarten Brand,Brand,A.M.,"Brand, A.M.",,,,,38914-1,M.Brand,,,,,,,,http://www.wikidata.org/wiki/Q21340723,,,https://www.ipni.org/a/38914-1,,,
688,SMTHL,Smith H.L.,Smith,Hamilton,Lanphere,"Smith, H.L.","Smith, H.L.","Smith, H.L.",1.0,1.0,http://www.wikidata.org/entity/Q5645042,Hamilton Lanphere Smith,Smith,H.L.,"Smith, H.L.",,122014306,0000 0001 1702 1631,34135.0,9796-1,H.L.Sm.,,,,1819.0,1903.0,,,http://www.wikidata.org/wiki/Q5645042,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=34135,https://www.ipni.org/a/9796-1,,,
714,LLOYDFE,Lloyd F.E.,Lloyd,Francis,Ernest,"Lloyd, F.E.","Lloyd, F.E.","Lloyd, F.E.",1.0,1.0,http://www.wikidata.org/entity/Q1172001,Francis Ernest Lloyd,Lloyd,F.E.,"Lloyd, F.E.",,22925049,0000 0000 8364 4581,46340.0,5678-1,F.E.Lloyd,,,,1868.0,1947.0,,,http://www.wikidata.org/wiki/Q1172001,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=46340,https://www.ipni.org/a/5678-1,,,
745,W043,Whalley A.J.S.,Whalley,Anthony,J.S.,"Whalley, A.J.S.","Whalley, A.J.S.","Whalley, A.J.S.",1.0,1.0,http://www.wikidata.org/entity/Q36513065,Anthony J.S. Whalley,Whalley,A.J.S.,"Whalley, A.J.S.",,,,83164,28701-1,Whalley,,,,,,,,http://www.wikidata.org/wiki/Q36513065,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=83164,https://www.ipni.org/a/28701-1,,,
756,NORMA,Norman A.M.,Norman,Alfred,Merle,"Norman, A.M.","Norman, A.M.","Norman, A.M.",1.0,1.0,http://www.wikidata.org/entity/Q2835333,Alfred Merle Norman,Norman,A.M.,"Norman, A.M.",,19663376,0000 0000 7857 5075,42608.0,,,,,,1831.0,1918.0,,,http://www.wikidata.org/wiki/Q2835333,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=42608,,,,
771,KGLHRMNN,Kegel H.,Kegel,Hermann,Aribert Heinrich,"Kegel, H.A.H.","Kegel, H.A.H.","Kegel, H.A.H.",1.0,1.0,http://www.wikidata.org/entity/Q21517387,Hermann Aribert Heinrich Kegel,Kegel,H.A.H.,"Kegel, H.A.H.",,126145003831961340250,,4291,4696-1,Kegel,,,,1819.0,1856.0,,,http://www.wikidata.org/wiki/Q21517387,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=4291,https://www.ipni.org/a/4696-1,,,
791,HITCA,Hitchcock A.S.,Hitchcock,Albert,Spear,"Hitchcock, A.S.","Hitchcock, A.S.","Hitchcock, A.S.",1.0,1.0,http://www.wikidata.org/entity/Q2063155,A. S. Hitchcock,Hitchcock,A.S.,"Hitchcock, A.S.",,37033048,0000 0001 1055 1509,110626.0,12552-1,Hitchc.,,,,1865.0,1935.0,,,http://www.wikidata.org/wiki/Q2063155,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=110626,https://www.ipni.org/a/12552-1,,,
795,SMITC1,Smith C.N.,Smith,Charlotte,N.,"Smith, C.N.","Smith, C.N.","Smith, C.N.",1.0,1.0,http://www.wikidata.org/entity/Q50322272,Carroll Newton Smith,Smith,C.N.,"Smith, C.N.",,79932245,0000 0001 0919 5703,,,,,,,1909.0,1992.0,,,http://www.wikidata.org/wiki/Q50322272,,,,,,
827,J045,Jones W.B.,Jones,W.,B.,"Jones, W.B.","Jones, W.B.","Jones, W.B.",1.0,1.0,http://www.wikidata.org/entity/Q15048792,William Bence Jones,Jones,W.B.,"Jones, W.B.",,21246007,0000 0000 3058 1601,,,,,,,1812.0,1882.0,,,http://www.wikidata.org/wiki/Q15048792,,,,,,
846,HCHRTNR,Hochreutiner B.,Hochreutiner,Bénedict,Pierre Georges,"Hochreutiner, B.P.G.","Hochreutiner, B.P.G.","Hochreutiner, B.P.G.",1.0,1.0,http://www.wikidata.org/entity/Q4332701,Bénédict Pierre Georges Hochreutiner,Hochreutiner,B.P.G.,"Hochreutiner, B.P.G.",,266555153,0000 0003 9843 2065,48529.0,3982-1,Hochr.,,,,1873.0,1959.0,,,http://www.wikidata.org/wiki/Q4332701,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=48529,https://www.ipni.org/a/3982-1,,,
856,ANDEW,Anderson W.R.,Anderson,William,R.,"Anderson, W.R.","Anderson, W.R.","Anderson, W.R.",1.0,1.0,http://www.wikidata.org/entity/Q6167725,William Russell Anderson,Anderson,W.R.,"Anderson, W.R.",,111073307,0000 0000 8466 9211,31653,201-1,W.R.Anderson,,,,1942.0,2013.0,,,http://www.wikidata.org/wiki/Q6167725,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=31653,https://www.ipni.org/a/201-1,,,
879,LOVED,Lovemore D.F.,Lovemore,Desmond,Frank,"Lovemore, D.F.","Lovemore, D.F.","Lovemore, D.F.",1.0,1.0,http://www.wikidata.org/entity/Q62078507,Desmond Frank Lovemore,Lovemore,D.F.,"Lovemore, D.F.",,,,36855.0,,,,,,1928.0,2004.0,,,http://www.wikidata.org/wiki/Q62078507,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=36855,,,,
883,WLMWG,Welman W.G.,Welman,Wilhelmina,Gerhardina,"Welman, W.G.","Welman, W.G.","Welman, W.G.",1.0,1.0,http://www.wikidata.org/entity/Q33698728,W.G. Welman,Welman,W.G.,"Welman, W.G.",,,,,37535-1,Welman,,,,,,,,http://www.wikidata.org/wiki/Q33698728,,,https://www.ipni.org/a/37535-1,,,
887,MOXLG,Moxley G.L.,Moxley,Geo,L.,"Moxley, G.L.","Moxley, G.L.","Moxley, G.L.",1.0,1.0,http://www.wikidata.org/entity/Q21340311,George Loucks Moxley,Moxley,G.L.,"Moxley, G.L.",,,,,6718-1,Moxley,,,,1871.0,1963.0,,,http://www.wikidata.org/wiki/Q21340311,,,https://www.ipni.org/a/6718-1,,,
924,PILLN,Pillans N.S.,Pillans,Neville,Stuart,"Pillans, N.S.","Pillans, N.S.","Pillans, N.S.",1.0,1.0,http://www.wikidata.org/entity/Q3338889,Neville Stuart Pillans,Pillans,N.S.,"Pillans, N.S.",,,,17999.0,7703-1,Pillans,,,,1884.0,1964.0,,,http://www.wikidata.org/wiki/Q3338889,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=17999,https://www.ipni.org/a/7703-1,,,
931,C044,Cooke W.B.,Cooke,William,Bridge,"Cooke, W.B.","Cooke, W.B.","Cooke, W.B.",1.0,1.0,http://www.wikidata.org/entity/Q20989023,William Bridge Cooke,Cooke,W.B.,"Cooke, W.B.",,64533984,0000 0000 8250 9150,2259.0,1785-1,W.B.Cooke,,,,1908.0,1991.0,,,http://www.wikidata.org/wiki/Q20989023,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=2259,https://www.ipni.org/a/1785-1,,,
939,LWSMA,Lewis M.A.,Lewis,Marko,Alexander,"Lewis, M.A.","Lewis, M.A.","Lewis, M.A.",1.0,1.0,http://www.wikidata.org/entity/Q21518845,Marko Alexander Lewis,Lewis,M.A.,"Lewis, M.A.",,,,,22289-1,M.A.Lewis,,,,1947.0,,,,http://www.wikidata.org/wiki/Q21518845,,,https://www.ipni.org/a/22289-1,,,
940,SMITJ1,Smith J.L.,Smith,Jane,L.,"Smith, J.L.","Smith, J.L.","Smith, J.L.",1.0,1.0,http://www.wikidata.org/entity/Q524236,J. Lawrence Smith,Smith,J.L.,"Smith, J.L.",,67242923,0000 0001 1663 337X,,,,,,,1818.0,1883.0,,,http://www.wikidata.org/wiki/Q524236,,,,,,
944,JONK,Jonker F.P.,Jonker,F.,P.,"Jonker, F.P.","Jonker, F.P.","Jonker, F.P.",1.0,1.0,http://www.wikidata.org/entity/Q13462454,Fredrik Pieter Jonker,Jonker,F.P.,"Jonker, F.P.",,286655111,0000 0003 9259 3079,2307,4545-1,Jonker,,,,1912.0,1995.0,,,http://www.wikidata.org/wiki/Q13462454,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=2307,https://www.ipni.org/a/4545-1,,,
948,KABUC,Kabuye C.,Kabuye,Christine,H.S.,"Kabuye, C.H.S.","Kabuye, C.H.S.","Kabuye, C.H.S.",1.0,1.0,http://www.wikidata.org/entity/Q18986021,Christine H Sophie Kabuye,Kabuye,C.H.S.,"Kabuye, C.H.S.",,,,,4609-1,Kabuye,,,,1938.0,,,,http://www.wikidata.org/wiki/Q18986021,,,https://www.ipni.org/a/4609-1,,,
952,NYSTH,Nyst P.,Nyst,Henri,Joseph Pierre,"Nyst, H.J.P.","Nyst, H.J.P.","Nyst, H.J.P.",1.0,1.0,http://www.wikidata.org/entity/Q21522292,Henry Joseph Pierre Nyst,Nyst,H.J.P.,"Nyst, H.J.P.",,1077151172691539210003,,72922.0,12711-1,Nyst,,,,1780.0,1846.0,,,http://www.wikidata.org/wiki/Q21522292,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=72922,https://www.ipni.org/a/12711-1,,,
966,H201,Hemsley J.H.,Hemsley,James,Hatton,"Hemsley, J.H.","Hemsley, J.H.","Hemsley, J.H.",1.0,1.0,http://www.wikidata.org/entity/Q5643449,James Hatton Hemsley,Hemsley,J.H.,"Hemsley, J.H.",,,,,3824-1,J.H.Hemsl.,,,,1923.0,,,,http://www.wikidata.org/wiki/Q5643449,,,https://www.ipni.org/a/3824-1,,,
976,POLEL,Pole Evans I.B.,Pole Evans,Illtyd,Buller,"Pole Evans, I.B.","Pole Evans, I.B.","Pole-Evans, I.B.",1.0,1.0,http://www.wikidata.org/entity/Q6000246,Illtyd Buller Pole-Evans,Pole-Evans,I.B.,"Pole-Evans, I.B.",,154026645,0000 0001 0317 0687,48469.0,24956-1,Pole-Evans,,,,1879.0,1968.0,,,http://www.wikidata.org/wiki/Q6000246,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=48469,https://www.ipni.org/a/24956-1,,,
985,MATHA,Mathieu A.,Mathieu,Antoine,Auguste,"Mathieu, A.A.","Mathieu, A.A.","Mathieu, A.A.",1.0,1.0,http://www.wikidata.org/entity/Q21520112,Antoine Auguste Mathieu,Mathieu,A.A.,"Mathieu, A.A.",,,,1421.0,6216-1,A.Mathieu,,,,1814.0,1890.0,,,http://www.wikidata.org/wiki/Q21520112,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=1421,https://www.ipni.org/a/6216-1,,,
986,MNDEJ,Mendes E.J.,Mendes,Eduardo,José Santos Moreira,"Mendes, E.J.S.M.","Mendes, E.J.S.M.","Mendes, E.J.S.M.",1.0,1.0,http://www.wikidata.org/entity/Q21520358,Eduardo José Santos Moreira Mendes,Mendes,E.J.S.M.,"Mendes, E.J.S.M.",,,,,6346-1,Mendes,,,,1924.0,,,,http://www.wikidata.org/wiki/Q21520358,,,https://www.ipni.org/a/6346-1,,,
989,PUISP,Puissant P.A.,Puissant,Pierre,A.,"Puissant, P.A.","Puissant, P.A.","Puissant, P.A.",1.0,1.0,http://www.wikidata.org/entity/Q6075493,Pierre A. Puissant,Puissant,P.A.,"Puissant, P.A.",,,,14322,8018-1,Puiss.,,,,1831.0,1911.0,,,http://www.wikidata.org/wiki/Q6075493,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=14322,https://www.ipni.org/a/8018-1,,,
998,C799,McClatchie A.J.,McClatchie,Alfred,James,"McClatchie, A.J.","McClatchie, A.J.","McClatchie, A.J.",1.0,1.0,http://www.wikidata.org/entity/Q5667435,Alfred James McClatchie,McClatchie,A.J.,"McClatchie, A.J.",,55642739,0000 0000 2720 3028,10004.0,5898-1,McClatchie,,,,1861.0,1906.0,,,http://www.wikidata.org/wiki/Q5667435,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=10004,https://www.ipni.org/a/5898-1,,,
999,G210,Gereau R.E.,Gereau,Roy,Emile,"Gereau, R.E.","Gereau, R.E.","Gereau, R.E.",1.0,1.0,http://www.wikidata.org/entity/Q4615065,Roy Emile Gereau,Gereau,R.E.,"Gereau, R.E.",0000-0002-5863-4466,264195536,0000 0003 8209 8664,81532.0,14702-1,Gereau,,,,1947.0,,,,http://www.wikidata.org/wiki/Q4615065,https://orcid.org/0000-0002-5863-4466,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=81532,https://www.ipni.org/a/14702-1,,,
1001,ROBIB,Robinson B.L.,Robinson,Benjamin,Lincoln,"Robinson, B.L.","Robinson, B.L.","Robinson, B.L.",1.0,1.0,http://www.wikidata.org/entity/Q817600,Benjamin Lincoln Robinson,Robinson,B.L.,"Robinson, B.L.",,37067041,0000 0000 8116 017X,1815.0,8454-1,B.L.Rob.,,,,1864.0,1935.0,,,http://www.wikidata.org/wiki/Q817600,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=1815,https://www.ipni.org/a/8454-1,,,
1008,HARTK,Hartweg K.T.,Hartweg,Karl,Theodor,"Hartweg, K.T.","Hartweg, K.T.","Hartweg, K.T.",1.0,1.0,http://www.wikidata.org/entity/Q73237,Karl Theodor Hartweg,Hartweg,K.T.,"Hartweg, K.T.",,45056087,0000 0000 1401 6143,12037.0,3701-1,Hartw.,,,,1812.0,1871.0,,,http://www.wikidata.org/wiki/Q73237,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=12037,https://www.ipni.org/a/3701-1,,,
1015,KNTDH,Kent D.H.,Kent,Douglas,Henry,"Kent, D.H.","Kent, D.H.","Kent, D.H.",1.0,1.0,http://www.wikidata.org/entity/Q21339983,Douglas Henry Kent,Kent,D.H.,"Kent, D.H.",,223652431,0000 0001 0999 5524,,21-1,D.H.Kent,,,,1920.0,1998.0,,,http://www.wikidata.org/wiki/Q21339983,,,https://www.ipni.org/a/21-1,,,
1025,TYLPG,Taylor P.G.,Taylor,Peter,Geoffrey,"Taylor, P.G.","Taylor, P.G.","Taylor, P.G.",1.0,1.0,http://www.wikidata.org/entity/Q1231047,Patrick Gordon Taylor,Taylor,P.G.,"Taylor, P.G.",,78911125,0000 0000 6406 6720,,,,,P003997b,taylor-sir-patrick-gordon-8763,1896.0,1966.0,,,http://www.wikidata.org/wiki/Q1231047,,,,,http://www.eoas.info/biogs/P003997b,http://adb.anu.edu.au/biography/taylor-sir-patrick-gordon-8763
1030,W999,Winterbottom J.E.,Winterbottom,James,Edward,"Winterbottom, J.E.","Winterbottom, J.E.","Winterbottom, J.E.",1.0,1.0,http://www.wikidata.org/entity/Q21612844,James Edward Winterbottom,Winterbottom,J.E.,"Winterbottom, J.E.",,,,39584,11777-1,Winterb.,,,,1803.0,1854.0,,,http://www.wikidata.org/wiki/Q21612844,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=39584,https://www.ipni.org/a/11777-1,,,
1100,K999,Körber G.W.,Körber,Gustav,Wilhelm,"Körber, G.W.","Körber, G.W.","Körber, G.W.",1.0,1.0,http://www.wikidata.org/entity/Q4251443,Gustav Wilhelm Körber,Körber,G.W.,"Körber, G.W.",,13054341,0000 0000 8358 2106,1359.0,4923-1,Körb.,,,,1817.0,1885.0,,,http://www.wikidata.org/wiki/Q4251443,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=1359,https://www.ipni.org/a/4923-1,,,
1102,L109,Lynge B.A.,Lynge,Bernt,Arne,"Lynge, B.A.","Lynge, B.A.","Lynge, B.A.",1.0,1.0,http://www.wikidata.org/entity/Q11960807,Bernt Arne Lynge,Lynge,B.A.,"Lynge, B.A.",,76683966,0000 0000 5340 3912,1186.0,22654-1,Lynge,,,,1884.0,1942.0,,,http://www.wikidata.org/wiki/Q11960807,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=1186,https://www.ipni.org/a/22654-1,,,
1116,B237,Bartlett J.K.,Bartlett,John,K.,"Bartlett, J.K.","Bartlett, J.K.","Bartlett, J.K.",1.0,1.0,http://www.wikidata.org/entity/Q21388596,John Kenneth Bartlett,Bartlett,J.K.,"Bartlett, J.K.",,171502415,,70236,15740-1,J.K.Bartlett,,,,1945.0,1986.0,,,http://www.wikidata.org/wiki/Q21388596,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=70236,https://www.ipni.org/a/15740-1,,,
1133,S102,Smith C.,Smith,C.,,"Smith, C.n.","Smith, C.n.","Smith, C.N.",1.0,1.0,http://www.wikidata.org/entity/Q50322272,Carroll Newton Smith,Smith,C.N.,"Smith, C.N.",,79932245,0000 0001 0919 5703,,,,,,,1909.0,1992.0,,,http://www.wikidata.org/wiki/Q50322272,,,,,,
1134,S102,Smith C.,Smith,C.,,"Smith, C.n.","Smith, C.n.","Smith, C.N.",1.0,1.0,http://www.wikidata.org/entity/Q50322272,Carroll Newton Smith,Smith,C.N.,"Smith, C.N.",,79932245,0000 0001 0919 5703,,,,,,,1909.0,1992.0,,,http://www.wikidata.org/wiki/Q50322272,,,,,,
1135,S102,Smith C.,Smith,C.,,"Smith, C.n.","Smith, C.n.","Smith, C.N.",1.0,1.0,http://www.wikidata.org/entity/Q50322272,Carroll Newton Smith,Smith,C.N.,"Smith, C.N.",,79932245,0000 0001 0919 5703,,,,,,,1909.0,1992.0,,,http://www.wikidata.org/wiki/Q50322272,,,,,,
1136,S092,Schuler J.A.E.,Schuler,Johann,Alois Ernst,"Schuler, J.A.E.","Schuler, J.A.E.","Schuler, J.A.E.",1.0,1.0,http://www.wikidata.org/entity/Q21388478,Johann Alois Ernst Schuler,Schuler,J.A.E.,"Schuler, J.A.E.",,,,31092,9287-1,Schuler,,,,1853.0,1946.0,,,http://www.wikidata.org/wiki/Q21388478,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=31092,https://www.ipni.org/a/9287-1,,,
1138,S232,Schmid E.E.F.W.,Schmid,Ernst,Ehrhard Friedrich Wilhelm,"Schmid, E.E.F.W.","Schmid, E.E.F.W.","Schmid, E.E.F.W.",1.0,1.0,http://www.wikidata.org/entity/Q19001819,Ernst Ehrhard Friedrich Wilhelm Schmid,Schmid,E.E.F.W.,"Schmid, E.E.F.W.",,285146998489618941639,0000 0000 8096 7836,64753,9143-1,Schmid,,,,1815.0,1885.0,,,http://www.wikidata.org/wiki/Q19001819,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=64753,https://www.ipni.org/a/9143-1,,,
1153,PLWCB,Plowright C.B.,Plowright,Charles,Bagge,"Plowright, C.B.","Plowright, C.B.","Plowright, C.B.",1.0,1.0,http://www.wikidata.org/entity/Q5075359,Charles Bagge Plowright,Plowright,C.B.,"Plowright, C.B.",,6885676,0000 0000 5221 9814,1198.0,24920-1,Plowr.,,,,1849.0,1910.0,,,http://www.wikidata.org/wiki/Q5075359,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=1198,https://www.ipni.org/a/24920-1,,,
1155,N652,Nitschke T.R.J.,Nitschke,Theodor,Rudolf Joseph,"Nitschke, T.R.J.","Nitschke, T.R.J.","Nitschke, T.R.J.",1.0,1.0,http://www.wikidata.org/entity/Q13107636,Theodor Rudolf Joseph Nitschke,Nitschke,T.R.J.,"Nitschke, T.R.J.",,10612258,0000 0000 0904 6225,27268,7002-1,Nitschke,,,,1834.0,1883.0,,,http://www.wikidata.org/wiki/Q13107636,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=27268,https://www.ipni.org/a/7002-1,,,
1156,ALSHG,Alston A.H.G.,Alston,Arthur,Hugh Garfit,"Alston, A.H.G.","Alston, A.H.G.","Alston, A.H.G.",1.0,1.0,http://www.wikidata.org/entity/Q674391,Arthur Hugh Garfit Alston,Alston,A.H.G.,"Alston, A.H.G.",,192831205,0000 0001 1621 2428,16819.0,170-1,Alston,Q674391,,,1902.0,1958.0,,,http://www.wikidata.org/wiki/Q674391,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=16819,https://www.ipni.org/a/170-1,https://bloodhound-tracker.net/Q674391,,
1173,AFZEK,Afzelius K.,Afzelius,Karl,Rudolf,"Afzelius, K.R.","Afzelius, K.R.","Afzelius, K.R.",1.0,1.0,http://www.wikidata.org/entity/Q10313892,Karl Rudolf Afzelius,Afzelius,K.R.,"Afzelius, K.R.",,30518197,0000 0000 5378 7098,15892,81-1,K.Afzel.,,,,1887.0,1971.0,,,http://www.wikidata.org/wiki/Q10313892,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=15892,https://www.ipni.org/a/81-1,,,
1192,D555,Shaw D.E.,Shaw,Dorothy,E.,"Shaw, D.E.","Shaw, D.E.","Shaw, D.E.",1.0,1.0,http://www.wikidata.org/entity/Q21608759,Dorothy E. Shaw,Shaw,D.E.,"Shaw, D.E.",,53270884,0000 0000 2921 2729,32828,26608-1,D.E.Shaw,,,,1920.0,2007.0,,,http://www.wikidata.org/wiki/Q21608759,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=32828,https://www.ipni.org/a/26608-1,,,
1200,H063,Höeg O.A.,Höeg,Ove,Arbo,"Höeg, O.A.","Höeg, O.A.","Høeg, O.A.",1.0,1.0,http://www.wikidata.org/entity/Q7113291,Ove Arbo Høeg,Høeg,O.A.,"Høeg, O.A.",,39758660,0000 0000 8119 1355,107467,3997-1,Høeg,,,,1898.0,1993.0,,,http://www.wikidata.org/wiki/Q7113291,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=107467,https://www.ipni.org/a/3997-1,,,
1209,CCOG,Ogle C.,Ogle,Colin,C.,"Ogle, C.C.","Ogle, C.C.","Ogle, C.C.",1.0,1.0,http://www.wikidata.org/entity/Q19001449,C.C. Ogle,Ogle,C.C.,"Ogle, C.C.",,,,81484,24270-1,Ogle,,,,,,,,http://www.wikidata.org/wiki/Q19001449,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=81484,https://www.ipni.org/a/24270-1,,,
1211,THMBRD,Thomas R.D.,Thomas,Roy,Dale,"Thomas, R.D.","Thomas, R.D.","Thomas, R.D.",1.0,1.0,http://www.wikidata.org/entity/Q21610637,Roy Dale Thomas,Thomas,R.D.,"Thomas, R.D.",,,,,27681-1,R.D.Thomas,,,,1936.0,,,,http://www.wikidata.org/wiki/Q21610637,,,https://www.ipni.org/a/27681-1,,,
1223,N011,Naveau R.,Naveau,Georges,Raymond Léonard,"Naveau, G.R.L.","Naveau, G.R.L.","Naveau, G.R.L.",1.0,1.0,http://www.wikidata.org/entity/Q21341377,Georges Raymond Léonard Naveau,Naveau,G.R.L.,"Naveau, G.R.L.",,,,,,,,,,1889.0,1932.0,,,http://www.wikidata.org/wiki/Q21341377,,,,,,
1240,F996,Fée A.L.A.,Fée,Antoine,Laurent Apollinaire,"Fée, A.L.A.","Fée, A.L.A.","Fée, A.L.A.",1.0,1.0,http://www.wikidata.org/entity/Q2627241,Antoine Laurent Apollinaire Fée,Fée,A.L.A.,"Fée, A.L.A.",,49249817,0000 0000 8127 3457,976.0,18692-1,Fée,,,,1789.0,1874.0,,,http://www.wikidata.org/wiki/Q2627241,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=976,https://www.ipni.org/a/18692-1,,,
1241,SYMOD,Symon D.E.,Symon,David,Eric,"Symon, D.E.","Symon, D.E.","Symon, D.E.",1.0,1.0,http://www.wikidata.org/entity/Q5799961,David Eric Symon,Symon,D.E.,"Symon, D.E.",,58031223,0000 0000 2530 6998,49358,10358-1,Symon,,P006590b,,1920.0,2011.0,,,http://www.wikidata.org/wiki/Q5799961,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=49358,https://www.ipni.org/a/10358-1,,http://www.eoas.info/biogs/P006590b,
1248,HOPKL,Hopkins L.S.,Hopkins,Lewis,Sylvester,"Hopkins, L.S.","Hopkins, L.S.","Hopkins, L.S.",1.0,1.0,http://www.wikidata.org/entity/Q5974173,Lewis Sylvester Hopkins,Hopkins,L.S.,"Hopkins, L.S.",,,,29289,4096-1,Hopkins,,,,1872.0,1945.0,,,http://www.wikidata.org/wiki/Q5974173,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=29289,https://www.ipni.org/a/4096-1,,,
1272,MLLAG,Miller A.G.,Miller,Anthony,G.,"Miller, A.G.","Miller, A.G.","Miller, A.G.",1.0,1.0,http://www.wikidata.org/entity/Q11679869,Anthony G. Miller,Miller,A.G.,"Miller, A.G.",,,,,13678-1,A.G.Mill.,,,,1951.0,,,,http://www.wikidata.org/wiki/Q11679869,,,https://www.ipni.org/a/13678-1,,,
1284,R072,Norris R.E.,Norris,Richard,Earl,"Norris, R.E.","Norris, R.E.","Norris, R.E.",1.0,1.0,http://www.wikidata.org/entity/Q21522240,Richard Earl Norris,Norris,R.E.,"Norris, R.E.",,92007787,0000 0000 6770 8995,12935,33706-1,R.E.Norris,,,,1926.0,2013.0,,,http://www.wikidata.org/wiki/Q21522240,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=12935,https://www.ipni.org/a/33706-1,,,
1286,PCKME,Peck M.E.,Peck,Morton,Eaton,"Peck, M.E.","Peck, M.E.","Peck, M.E.",1.0,1.0,http://www.wikidata.org/entity/Q5645546,Morton Eaton Peck,Peck,M.E.,"Peck, M.E.",,23752206,0000 0000 8435 0315,2023.0,7451-1,M.Peck,,,,1871.0,1959.0,,,http://www.wikidata.org/wiki/Q5645546,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=2023,https://www.ipni.org/a/7451-1,,,
