,coll_index,surname,initials,canonical_string,name,active,comment,info_link,portrait_link
1036,c01037,DAVEY,E.A.(.,"DAVEY, E.A.(.","DAVEY, Eleanor Alice (Nellie), Miss",1862-1907,"Collected for Mueller, including algae, in SA",notes,
1037,c01038,DAVEY,J.,"DAVEY, J.","DAVEY, James",fl. 1980s,Botanist,,
1038,c01039,DAVEY,T.,"DAVEY, T.","DAVEY, Trevor",fl. 1977,,,
1039,c01040,DAVID,T.W.E.,"DAVID, T.W.E.","DAVID, Tannatt William Edgeworth",1858-1934,"Geologist, Antarctic explorer",,portrait
1040,c01041,DAVIDSON,D.,"DAVIDSON, D.","DAVIDSON, D.",,,,
1041,c01042,DAVIDSON,J.,"DAVIDSON, J.","DAVIDSON, J.",,,,
1042,c01043,DAVIDSON,W.,"DAVIDSON, W.","DAVIDSON, William",fl. 1820-30,Garden superintendent,,
1043,c01044,DAVIDSON. Alexander,,DAVIDSON. Alexander,DAVIDSON. Alexander,fl. 1886,,,
1044,c01045,DAVIES,C.,"DAVIES, C.","DAVIES, C.",fl. 1890s,,,
1045,c01046,DAVIES,C.,"DAVIES, C.","DAVIES, Charles",1814-1888,"Medical practitioner, naturalist, politician",,portrait
1046,c01047,DAVIES,F.E.,"DAVIES, F.E.","DAVIES, Fay E.",fl.1980s,"Technician, Canberra Botanic Gardens Herbarium, ACT",,
1047,c01048,DAVIES,O.B.,"DAVIES, O.B.","DAVIES, Olive Blanche",1884-1976,"Botanist, botanical illustrator",notes,
1048,c01049,DAVIES,R.H.,"DAVIES, R.H.","DAVIES, Richard Henry, Rev.",fl. 1830s-1887,"Reverend, plant collector",notes,
1049,c01050,DAVIS,D.G.L.,"DAVIS, D.G.L.","DAVIS, Dorothy Gwenda Louise,",1911-,"Botanist, Assoc. Prof.*",notes,
1050,c01051,DAVIS,H.,"DAVIS, H.","DAVIS, H.",,,,
1051,c01052,DAVIS,H.C.F.,"DAVIS, H.C.F.","DAVIS, Harrold Consett Fosbery, Dr*",1913-1944,"Botanist, army officer, collected in Kimberley, WA",notes,portrait
1052,c01053,DAVIS,J.,"DAVIS, J.","DAVIS, J.",fl. 1886,,,
1053,c01054,DAVIS,M.T.,"DAVIS, M.T.","DAVIS, Mervyn Twynam, Miss*",1916-1985,Landscape architect,,
1054,c01055,DAWES,W.,"DAWES, W.","DAWES, William",1762-1836,"First Fleet Royal Marine, illustrated plants",notes,
1055,c01056,DAWSON,J.,"DAWSON, J.","DAWSON, James",fl. 1876-99,"Surveyor, NSW",notes,
1056,c01057,DAY,G.P.,"DAY, G.P.","DAY, George Porter",fl. 1870-90s,,,
1057,c01058,DAY,J.[.E.].,"DAY, J.[.E.].","DAY, J. [or E.]",,,,
1058,c01059,DE  PANNEMAEKER,P.,"DE  PANNEMAEKER, P.","DE  PANNEMAEKER, Pieter",fl.1890s,Belgian artist and printmaker (didn't visit Australia),notes,
1059,c01060,DE BEUZEVILLE,W.A.W.,"DE BEUZEVILLE, W.A.W.","DE BEUZEVILLE, W.A.W., see BEUZEVILILE",,,,
1060,c01061,DE BOULEY,s.B.,"DE BOULEY, s.B.","DE BOULEY, see BOULEY",,,,
1061,c01062,DE CAUX,G.,"DE CAUX, G.","DE CAUX, G., see CAUX",,,,
1062,c01063,DE JERSEY,N.J.,"DE JERSEY, N.J.","DE JERSEY, Noel J., Dr",fl. 1940-80s,Palynologist,,
1063,c01064,DE JONCHEERE,G.J.,"DE JONCHEERE, G.J.","DE JONCHEERE, Gerardus Johannes",1909-1989,"Businessman, amateur, pteridologist",,
1064,c01065,DE LA CAMARA,C.A.s.C.,"DE LA CAMARA, C.A.s.C.","DE LA CAMARA, Chevalier A. see CAMARA",,,,
1065,c01066,DE LA TOUR,J.B.L.T.L.,"DE LA TOUR, J.B.L.T.L.","DE LA TOUR, J.B.L.T. LESCHENAULT, see LESCHENAULT",,,,
1066,c01067,DE MOLE,F.E.,"DE MOLE, F.E.","DE MOLE, Fanny Elizabeth",1835-1866,Flower painter in SA,notes,portrait
1067,c01068,DE NARDI,J.C.,"DE NARDI, J.C.","DE NARDI, Jan Christina, Mrs, nee MORROW*",1937-,Botanist,,
1068,c01069,DEANE,H.,"DEANE, H.","DEANE, Henry",1847-1924,"Railways engineer, geologist, botanist, palaeobotanist",notes,portrait
1069,c01070,DECAISNE,J.,"DECAISNE, J.","DECAISNE, Joseph",1807-82,"French botanist, did not visit Australia",notes,portrait
1070,c01071,DEFLANDRE,G.,"DEFLANDRE, G.","DEFLANDRE, Geoges, Dr",fl. 1950-60,Palynologist,,
1071,c01072,DELILE,E.,"DELILE, E.","DELILE, Euthalia",fl. 1825-1840,Botanical illustrator,notes,
1072,c01073,DELISSER,E.A.,"DELISSER, E.A.","DELISSER, E. Alfred, Capt.",fl. 1860s,"Squatter, surveyor",,
1073,c01074,DELL,B.,"DELL, B.","DELL, Bernard, Dr",1947-,Botanist,,
1074,c01075,DELL,E.T.,"DELL, E.T.","DELL, Edgar Thomas",1901-2008,"Artist, seaman, WA",notes,portrait
1075,c01076,DELLAR,C.,"DELLAR, C.","DELLAR, C., Mrs",fl.1890-91,"Collected for Mueller at Avoca, Vic",,
1076,c01077,DEMARZ,H.,"DEMARZ, H.","DEMARZ, H.",,,,
1077,c01078,DEMPSTER,A.,"DEMPSTER, A.","DEMPSTER, Andrew",1843-1909,Pastoralist,,
1078,c01079,DEMPSTER,J.K.,"DEMPSTER, J.K.","DEMPSTER, J. Keith",fl.1960s,Victorian naturalist,,
1079,c01080,DEN HARTOG,C.s.H.,"DEN HARTOG, C.s.H.","DEN HARTOG, C. see HARTOG",,,,
1080,c01081,DENDY,A.,"DENDY, A.","DENDY, Arthur, Prof.",1865-1925,"Biologist, writer",,
1081,c01082,DENHAM,H.M.,"DENHAM, H.M.","DENHAM, Henry Mangles, Adm. Sir",1800 – 1887,Naval surveyor,notes,
1082,c01083,DENISON,W.T.,"DENISON, W.T.","DENISON, William Thomas, Sir",1804-1871,Colonial Governor,,
1083,c01084,DENNIS,J.,"DENNIS, J.","DENNIS, Jean",1938-,"Botanical artist, especially Brachychiton",,
1084,c01085,DETTMANN,M.E.,"DETTMANN, M.E.","DETTMANN, Mary Elizabeth, Dr",1935-,Palynologist,,
1085,c01086,DEVIS [DE VIS],C.W.,"DEVIS [DE VIS], C.W.","DEVIS [DE VIS], Charles Walter",1829-1915,"Naturalist, palaeontologist",,
1086,c01087,DEVLIN,M.B.,"DEVLIN, M.B.","DEVLIN, Mary Barbara, Miss",1916-,Artist,,
1087,c01088,DICK,T.,"DICK, T.","DICK, Thomas",fl. 1910-1927,"Oyster farmer, ethnographic photographer, NSW",notes,portrait
1088,c01089,DICKER,C.W.H.,"DICKER, C.W.H.","DICKER, Charles William Hamilton",1855-1912,"Church of England clergyman, artist, amateur botanist",,
1089,c01090,DICKINS,H.P.,"DICKINS, H.P.","DICKINS, Herbert Peabody",1872-1963,Wildflower painter,notes,
1090,c01091,DICKINSON,J.,"DICKINSON, J.","DICKINSON, James",fl. 1887,,,
1091,c01092,DIELS,F.L.E.,"DIELS, F.L.E.","DIELS, Friedrich Ludwig Emil, Dr",1874-1945,"Botanist, author, gardens director",notes,portrait
1092,c01093,DIEN,C.,"DIEN, C.","DIEN, Claude-Marie-Francois",1787-1865,Engraver for plant illustrations of Labillardiere,notes,
1093,c01094,DIEN,J.B.,"DIEN, J.B.","DIEN, J.B.",fl. 1799-1827,Botanical engraver,notes,
1094,c01095,DIETRICH,F.W.S.,"DIETRICH, F.W.S.","DIETRICH, F.W.S., see SEMPER, C.G.",,,,
1095,c01096,DIETRICH,K.A.n.N.,"DIETRICH, K.A.n.N.","DIETRICH, Koncordia Amalia nee NELLE",1821-1891,"Museum collector, botanist",notes,portrait
1096,c01097,DILLEWAARD,H.(.A.,"DILLEWAARD, H.(.A.","DILLEWAARD, Handricus (Hans) Alouisius",1957-,"Herbarium staff, Qld.",notes,
1097,c01098,DILLON,L.G.,"DILLON, L.G.","DILLON, Louis George",1868-1961,"Seed collector, farmer",notes,
1098,c01099,DILLON,W.H.,"DILLON, W.H.","DILLON, W.H.",fl. 1894,,,
1099,c01100,DITTRICH,H.,"DITTRICH, H.","DITTRICH, Herbert, Lieut.",fl. 1885-6,"Pastoralist(?), collector, linguist(?)",notes,
1100,c01101,DIXON,J.E.,"DIXON, J.E.","DIXON, J.E.",,,,
1101,c01102,DIXON,K.W.,"DIXON, K.W.","DIXON, Kingsley Wayne, Dr",1954-,"Horticultural botanist, WA",,
1102,c01103,DIXON,M.(.,"DIXON, M.(.","DIXON, Mary (May), Miss",c.1874-1950,Collected for Mueller in Qld,notes,
1103,c01104,DIXON,S.,"DIXON, S.","DIXON, Samuel",1841-1927,Ecologist,,
1104,c01105,DIXON,W.A.,"DIXON, W.A.","DIXON, W.A.",fl. 1903-05,,,
1105,c01106,DOBSON,A.T.,"DOBSON, A.T.","DOBSON, Andrew Thomas, Dr*",fl. 1970s,Botanist,,
1106,c01107,DOBSON,F.S.,"DOBSON, F.S.","DOBSON, Frank Stanley, Hon. Dr",1835-1895,"Lawyer, politician",,
1107,c01108,DOBSON,H.,"DOBSON, H.","DOBSON, Henry, Hon. Dr",1841-1918,Lawyer,,
1108,c01109,DOBSON,W.L.,"DOBSON, W.L.","DOBSON, William Lambert",1833-1898,Judge,,
1109,c01110,DOCKRlLL,A.W.,"DOCKRlLL, A.W.","DOCKRlLL, Alick W.*",1915-2011,"Orchidologist, herbarium keeper, north Qld, PNG",notes,portrait
1110,c01111,DOGGRELL,R.H.,"DOGGRELL, R.H.","DOGGRELL, R.H.",fl. 1920s-30s,,,
1111,c01112,DOHERTY,M.,"DOHERTY, M.","DOHERTY, Michael",fl. 1990s,Ecologist,notes,
1112,c01113,DOING,H.,"DOING, H.","DOING, Henk",fl. 1960s,"Ecologist, from Holland, in Canberra in 1960s",,
1113,c01114,DOLL,G.,"DOLL, G.","DOLL, G.",,,,
1114,c01115,DOMBROVSKIS,P.,"DOMBROVSKIS, P.","DOMBROVSKIS, Peter",1945-1996,Environmental and botanical photographer,notes,portrait
1115,c01116,DOMIN,E.,"DOMIN, E.","DOMIN, Ella",fl. 1925-1930,Botanical illustrator,notes,
1116,c01117,DOMIN,K.,"DOMIN, K.","DOMIN, Karel, Prof.",1882-1953,"Botanist, author",notes,portrait
1117,c01118,DONALDSON,A.A.n.E.,"DONALDSON, A.A.n.E.","DONALDSON, Agnes Adelaide nee ELMS",1865-1948,Collected for Mueller in Qld,notes,
1118,c01119,DONALDSON,E.,"DONALDSON, E.","DONALDSON, E.",,,,
1119,c01120,DONALDSON,S.,"DONALDSON, S.","DONALDSON, Stuart",fl. 1990s,"Horticulturalist, botanic gardens, Canberra, ACT",,
1120,c01121,DONALDSON,S.A.,"DONALDSON, S.A.","DONALDSON, Stuart Alexander, sir",1812-1867,,,
1121,c01122,DONELLY,G.,"DONELLY, G.","DONELLY, G.",fl. 1980s,,,
1122,c01123,DONNER,N.(.,"DONNER, N.(.","DONNER, Nikolay (Nik)",1921-2011,"Botanist, Adelaide Herbarium, SA",notes,portrait
1123,c01124,DONOVAN,M.,"DONOVAN, M.","DONOVAN, Mrs",fl.1896,Collected for Mueller in WA,,
1124,c01125,DONOVAN,W.,"DONOVAN, W.","DONOVAN, William",1861-1939,Forester,notes,
1125,c01126,DOODY,J.,"DOODY, J.","DOODY, John",fl. 1790s,"Convict (Norfolk Island/Sydney), botanical illustrator",notes,
1126,c01127,DORAN,P.,"DORAN, P.","DORAN, Ph.",fl. 1891,,,
1127,c01128,DORMAN,,DORMAN,DORMAN,fl. 1960s,,,
1128,c01129,DORRIEN-SMITH,A.A.,"DORRIEN-SMITH, A.A.","DORRIEN-SMITH, Arthur Algernon, Major",1876-1955,"Horticulturalist, author, naturalist",notes,
1129,c01130,DORRINGTON,A.,"DORRINGTON, A.","DORRINGTON, Annie",1866-1926,"Amateur botanical artist, WA",notes,portrait
1130,c01131,DORWARD,R.A.,"DORWARD, R.A.","DORWARD, Reginald Allan",1924-,Timber getter,notes,
1131,c01132,DOUGLAS,J.G.G.,"DOUGLAS, J.G.G.","DOUGLAS, John Gordon George, Dr",1929-2007,"Geologist, palaeobotanist",,
1132,c01133,DOVEY,L.G.,"DOVEY, L.G.","DOVEY, Leonard G.",fl. 1920s-30s,"Botanist Qld Herbarium, collected in Rosedale area",,
1133,c01134,DOWLING,B.,"DOWLING, B.","DOWLING, Bill",1942-,"Orchid collector, conservationist",notes,
1134,c01135,DOWLING,R.,"DOWLING, R.","DOWLING, R.",fl. 1970s,Botanist,,
1135,c01136,DOWLING,S.P.,"DOWLING, S.P.","DOWLING, S.P.",fl. 1889,Algae collector,,
1136,c01137,DOWNES,S.,"DOWNES, S.","DOWNES, Susan, nee PAUST*",1949-,Botanist,,
1137,c01138,DOWSON,W.J.,"DOWSON, W.J.","DOWSON, Walter John",1887-1963,Mycologist,,
1138,c01139,DRAKE-BROCKMAN,G.V.-.s.B.,"DRAKE-BROCKMAN, G.V.-.s.B.","DRAKE-BROCKMAN, Grace Vernon - see BUSSELL, Grace Vernon",,,,
1139,c01140,DRAKE,S.A.,"DRAKE, S.A.","DRAKE, Sarah Ann",1803-1857,"Lindley's botanical illustrator, Britain (not Aust.)",notes,
1140,c01141,DRIFFIELD,,DRIFFIELD,DRIFFIELD,fl. 1870s,,,
1141,c01142,DRUMMOND,J.,"DRUMMOND, J.","DRUMMOND, James",1786-1863,"Government Botanist, explorer, WA",notes,
1142,c01143,DRYSDALE,G.,"DRYSDALE, G.","DRYSDALE, G.",fl. 1892,,,
1143,c01144,DU RIETZ,G.E.,"DU RIETZ, G.E.","DU RIETZ, Gustaf Einar",1895-,,,
1144,c01145,DUCKER,S.C.,"DUCKER, S.C.","DUCKER, Sophie Charlotte",1909-2004,"Botanist, phycologist, botanical historian",notes,
1145,c01146,DUDLEY,L.R.,"DUDLEY, L.R.","DUDLEY, L.R.",fl. 1940s,Forest Assessor,,
1146,c01147,DUFF,J.,"DUFF, J.","DUFF, John",1845-?1912,Forest Inspector,,
1147,c01148,DUIGAN,"S.L.,.","DUIGAN, S.L.,.","DUIGAN, Suzanne L.,",1924-1993,"Botanist, palaeobotanist",notes,portrait
1148,c01149,DUKE,N.,"DUKE, N.","DUKE, Norm",fl. 2000s,Mangrove botanist,notes,portrait
1149,c01150,DULHUNTY,A.n.M.,"DULHUNTY, A.n.M.","DULHUNTY, Annie nee McKILLOP",c.1843-1934,Collected for Mueller in NSW,notes,
1150,c01151,DULHUNTY,J.A.,"DULHUNTY, J.A.","DULHUNTY, J.A.",fl. 1940-50,Palynologist,,
1151,c01152,DUMARESQ,M.p.C.,"DUMARESQ, M.p.C.","DUMARESQ, Mrs probably Charlotte",fl.1869,Collected for Mueller in Tas,notes,
1152,c01153,DUMONT D'URVILLE,J.S.C.,"DUMONT D'URVILLE, J.S.C.","DUMONT D'URVILLE, J.S.C.",1770-1840,French naval explorer,notes,portrait
1153,c01154,DUN,W.S.,"DUN, W.S.","DUN, W.S.",fl. 1890-1930,"Geologist, palaeobotanist",,
1154,c01155,DUNCAN,B.D.,"DUNCAN, B.D.","DUNCAN, Betty Dallas, Mrs*",1922-,Botanist,,
1155,c01156,DUNCAN,E.J.l.M.M.,"DUNCAN, E.J.l.M.M.","DUNCAN, Elizabeth Jane later Mrs MORRELL",1865-1949,Collected for Mueller in WA,notes,portrait
1156,c01157,DUNCAN,P.M.,"DUNCAN, P.M.","DUNCAN, Peter M.",fl. 1960-80,Engineer,,
1157,c01158,DUNCKLEY,D.(.,"DUNCKLEY, D.(.","DUNCKLEY, Delysia (Del)",fl. 1980s,Botanical illustrator,notes,
1158,c01159,DUNDAS,P.,"DUNDAS, P.","DUNDAS, Patricia",1952-,Botanical illustrator,notes,portrait
1159,c01160,DUNLOP,C.R.,"DUNLOP, C.R.","DUNLOP, Clyde Robert",1946-,"Herbarium botanist, ACT, NT",notes,portrait
1160,c01161,DUNN,C.J.,"DUNN, C.J.","DUNN, Christopher John",1959-,Herbarium technician,notes,
1161,c01162,DUNN,E.J.,"DUNN, E.J.","DUNN, Edward John",1844-1937,Geologist,,
1162,c01163,DUNN,W.,"DUNN, W.","DUNN, William",1860-fl.1921,Forester,notes,
1163,c01164,DURACK,K.M.a.M.P.,"DURACK, K.M.a.M.P.","DURACK, K.M. and M.P.",,,,
1164,c01165,DUREA,K.F.,"DUREA, K.F.","DUREA, Keith Francis",1905-1975,Business man,notes,
1165,c01166,DURRINGTON,L.R.,"DURRINGTON, L.R.","DURRINGTON, Lorraine Rosebeth",1948-,"Botanist, ecologist, medical practitioner (Qld)",,portrait
1166,c01167,DUTKIEWICZ,L.,"DUTKIEWICZ, L.","DUTKIEWICZ, Ludwik*",1921-2008,"Botanical illustrator, Adelaide",notes,
1167,c01168,DUTTON,C.,"DUTTON, C.","DUTTON, Charles",fl. 1900s,,,
1168,c01169,DUTTON,F.S.,"DUTTON, F.S.","DUTTON, Francis Staker",1816-1877,"Politician, Premier (S.A.)",,
1169,c01170,DUZE,,DUZE,DUZE,,,,
1170,c01171,DWYER,J.W.,"DWYER, J.W.","DWYER, Joseph Wilfred, Right Rev. Dr",1869-1939,Roman Catholic priest,notes,
1171,c01172,DWYER,M.-.s.B.,"DWYER, M.-.s.B.","DWYER, Margaret - see: BATES, Daisy May",,,,
1172,c01173,EADES,L.n.C.,"EADES, L.n.C.","EADES, Lucy nee COYNE",1859-1927,Collected for Mueller in WA,notes,
1173,c01174,EARDLEY,C.M.,"EARDLEY, C.M.","EARDLEY, Constance Margaret",1910-1978,"University lecturer, botanist in South Australia",notes,portrait
1174,c01175,EARLE,A.,"EARLE, A.","EARLE, Augustus",1793-1838,"Artist traveller, painted trees",notes,
1175,c01176,EARP,R.W.,"EARP, R.W.","EARP, R.W.",fl. 1960s-70s,,,
1176,c01177,EATON,A.,"EATON, A.","EATON, Alice, later Mrs HEAL",1870-1932,Collected for Mueller in WA,notes,
1177,c01178,EATON,H.G.,"EATON, H.G.","EATON, Henry Green",1818-1887,"Lithographer, publican",notes,
1178,c01179,EATON,M.A.n.F.,"EATON, M.A.n.F.","EATON, Mary Ann nee FARMER",1838-1921,Collected for Mueller in WA,notes,
1179,c01180,EATON,M.M.V.,"EATON, M.M.V.","EATON, Mary Martha Vile, later Mrs  HEAL",1868-1941,Collected for Mueller in WA,notes,
1180,c01181,EAVES,S.H.,"EAVES, S.H.","EAVES, Samuel Hinder",c.1847-1927,,,
1181,c01182,ECKERT,J.P.,"ECKERT, J.P.","ECKERT, Johann Paul",1861-1924,"Artist, collected around Glenelg River, Vict.",,
1182,c01183,EDDY,N.G.,"EDDY, N.G.","EDDY, Nancy Gilmour, Mrs nee JAMIESON",1916-,,,
1183,c01184,EDELFELDT,E.G.,"EDELFELDT, E.G.","EDELFELDT, E.G.",,,,
1184,c01185,EDGAR,E.,"EDGAR, E.","EDGAR, Elizabeth, Dr*",1929-,Botanist,,
1185,c01186,EDGAR,J.S.,"EDGAR, J.S.","EDGAR, J.S.",fl. 1891-1901,,,
1186,c01187,EDGECOMBE,W.B.,"EDGECOMBE, W.B.","EDGECOMBE, Walter Brian",1945-,Forester,,
1187,c01188,EDGERLEY,J.,"EDGERLEY, J.","EDGERLEY, John",c.1814-1849,Nurseryman,notes,
1188,c01189,EDINGER,D.C.,"EDINGER, D.C.","EDINGER, Daphne Choules, Ms*",1927-,"Entomologist, teacher",,
1189,c01190,EDNIE,B.,"EDNIE, B.","EDNIE, Beverley",1931-,Botanical illustrator,,portrait
1190,c01191,EDWARDS,A.H.,"EDWARDS, A.H.","EDWARDS, Annie Helen",1859-1950,Collected for Mueller in NSW,notes,
1191,c01192,EDWARDS,H.,"EDWARDS, H.","EDWARDS, Henry",1830-1891,"Actor, botanist, entomologist",,portrait
1192,c01193,EDWARDS,I.,"EDWARDS, I.","EDWARDS, Ivo",fl. 1900S,,,
1193,c01194,EDWARDS,S.,"EDWARDS, S.","EDWARDS, Sydenham",1768-1819,"Welsh botanical illustrator, UK, (never came to Aust.)",notes,
1194,c01195,EHRENSVARD,,EHRENSVARD,EHRENSVARD,,,,
1195,c01196,EICHLER,H.[.,"EICHLER, H.[.","EICHLER, Hansj&ouml;rg [Hansjoerg], Dr*",1916-1992,"Botanist, plant taxonomist, writer, herbarium curator, SA, ACT",notes,portrait
1196,c01197,EICHLER,M.[.,"EICHLER, M.[.","EICHLER, Marlies [Marie-Luise]",1920-2011,"Wife and supporter of Hansj&ouml;rg, botanical philanthropist, SA, ACT, NSW",notes,portrait
1197,c01198,EISENACK,A.,"EISENACK, A.","EISENACK, Alfred",1891-1982,"Teacher, palynologist, micropalaeontologist",,
1198,c01199,ELDER,A.,"ELDER, A.","ELDER, A., Mrs",fl. 1930s,,,
1199,c01200,ELDER,T.,"ELDER, T.","ELDER, Thomas, Sir",1818-1897,"Pastoralist, explorer, financier of scientific, expeditions",,
1200,c01201,ELIX,J.(.A.,"ELIX, J.(.A.","ELIX, John (Jack) Alan, Dr*",1941-,"Botanist, lichenologist, chemist, ANU Canberra",,
1201,c01202,ELKAN,L.,"ELKAN, L.","ELKAN, Lesley",1972-,Botanical illustrator,notes,portrait
1202,c01203,ELLEN,H.E.,"ELLEN, H.E.","ELLEN, H.E.",fl. 1916-17,,,
1203,c01204,ELLIOT,M.,"ELLIOT, M.","ELLIOT, Miss",fl.1895,"Collected for Mueller at Port Elliot, SA",,
1204,c01205,ELLIOT,W.R.,"ELLIOT, W.R.","ELLIOT, Winston Rodger*",1941-,"Horticulturist, nurseryman, author, photographer",,
1205,c01206,ELLIOTT,A.,"ELLIOTT, A.","ELLIOTT, Al",fl. 1888,,,
1206,c01207,ELLIOTT,D.,"ELLIOTT, D.","ELLIOTT, Dr",fl. 1889,Algae collector,,
1207,c01208,ELLIOTT,F.,"ELLIOTT, F.","ELLIOTT, F.",fl. c.1900,"Botanical illustrator, lithographer",notes,
1208,c01209,ELLIOTT,W.,"ELLIOTT, W.","ELLIOTT, W.",fl. 1880s,,,
1209,c01210,ELSEY,J.R.,"ELSEY, J.R.","ELSEY, John Ravenscroft",1834-1857,"Surgeon, naturalist, explorer",,portrait
1210,c01211,ELSOL,J.A.,"ELSOL, J.A.","ELSOL, J.A.",fl. 1970s,,,
1211,c01212,ELVIDGE,M.A.,"ELVIDGE, M.A.","ELVIDGE, M.A., see BARKER",,,,
1212,c01213,EMERY,D.,"EMERY, D.","EMERY, Dianne",1951-,"Botanical artist, b. UK, Aust. since 1967",,
1213,c01214,EMERY,E.M.p.E.J.,"EMERY, E.M.p.E.J.","EMERY, E. Miss probably Emily Jane ^^",fl.1890,Collected for Mueller in Vic,,
1214,c01215,EMMERSON,W.,"EMMERSON, W.","EMMERSON, W.",fl. 1883,,,
1215,c01216,EMMETT,C.,"EMMETT, C.","EMMETT, Charles",fl. 1885,,,
1216,c01217,EMMETT,S.B.,"EMMETT, S.B.","EMMETT, Skelton Buckley",1818-1898,Farmer,,
1217,c01218,ENDRESS,P.K.,"ENDRESS, P.K.","ENDRESS, Peter K., Prof*",1942-,Botanist,,
1218,c01219,ENGEL,J.J.,"ENGEL, J.J.","ENGEL, John Jay, Dr*",1941-,"Botanist, bryologist",,
1219,c01220,ENGELHART,A.,"ENGELHART, A.","ENGELHART, August, Dr",fl. 1890s,"Medical practitioner, algae, collector",,
1220,c01221,ENGELMARK,T.,"ENGELMARK, T.","ENGELMARK, Thor-Bjorn",fl. 1983,Bryologist,,
1221,c01222,ENGLISH,A.C.,"ENGLISH, A.C.","ENGLISH, Albert Chdrles",1861/3-1945,Trader,,
1222,c01223,ENTWISLE,T.,"ENTWISLE, T.","ENTWISLE, Tim",fl. 1990s,"Botanist, algologist, botanic gardens director",notes,portrait
1223,c01224,EPPS,F.C.,"EPPS, F.C.","EPPS, F.C.",fl. 1950s,Forest officer,,
1224,c01225,ERICKSON,F.(.L.,"ERICKSON, F.(.L.","ERICKSON, Frederica (Rica) Lucy, nee SANDILANDS*",1908-2009,"Botanist, writer, historian, illustrator, WA",notes,portrait
1225,c01226,ETHERIDGE,R.J.,"ETHERIDGE, R.J.","ETHERIDGE, Robert Jnr",1847-1920,"Geologist, palaeontologist, ethnologist, author",notes,portrait
1226,c01227,ETTINGHAUSEN,C.v.,"ETTINGHAUSEN, C.v.","ETTINGHAUSEN, Constantin von",1826-1897,Palaeobotanist,notes,
1227,c01228,EVANS,M.C.(.M.M.,"EVANS, M.C.(.M.M.","EVANS, Mary Cecil (later Mrs Miller)",1863-1905,Collected for Mueller in NSW,notes,
1228,c01229,EVANS,M.n.J.,"EVANS, M.n.J.","EVANS, Mary nee JONES",1836-1897,Collected for Mueller in NSW,notes,
1229,c01230,EVANS,O.D.,"EVANS, O.D.","EVANS, Obed David",1889--1975,"Botanist, Uni Sydney, NSW",notes,
1230,c01231,EVANS,O.R.,"EVANS, O.R.","EVANS, Owen Roland",fl. 1970s,Norfolk Island naturalist,notes,portrait
1231,c01232,EVANS,P.R.,"EVANS, P.R.","EVANS, P. Richard, Dr",fl. 1960-80s,Palnologist,,
1232,c01233,EVANS,T.J.,"EVANS, T.J.","EVANS, Terrence John",1950,"Environmental health officer, UK, NSW",notes,
1233,c01234,EVANS,T.M.,"EVANS, T.M.","EVANS, Tydfyl Miss",?-1975,"Watercolour artist, painted eucalypts",notes,
1234,c01235,EVERETT,G.,"EVERETT, G.","EVERETT, G.",,,,
1235,c01236,EVERETT,H.,"EVERETT, H.","EVERETT, Harry",fl. 1895,,,
1236,c01237,EVERETT,J.,"EVERETT, J.","EVERETT, Joy, Ms*",1953-,Botanist,,
1237,c01238,EVERIST,S.L.,"EVERIST, S.L.","EVERIST, Selwyn Lawrence, Dr",1913-1981,"Government Botanist, toxicologist, author, QLD",notes,portrait
1238,c01239,EWART,A.J.,"EWART, A.J.","EWART, Alfred James, Prof.",1872-1937,"Government Botanist, author, VIC",notes,portrait
1239,c01240,EWING,T.J.,"EWING, T.J.","EWING, Thomas James, Rev.",1813-1882,"Headmaster, phycologist, naturalist, TAS",notes,
1240,c01241,EXELL,A.W.,"EXELL, A.W.","EXELL, Arthur Wallis",1901-,Botanist,,
1241,c01242,FAGG,M.A.,"FAGG, M.A.","FAGG, Murray Allan*",1947-,"Botanical interpreter, illustrator, photographer, web manager",notes,portrait
1242,c01243,FAIRALL,A.R.,"FAIRALL, A.R.","FAIRALL, Arthur Robert",1920-1970,Gardens superintendent,,
1243,c01244,FALCK,C.L.F.,"FALCK, C.L.F.","FALCK, Carl Ludwig Ferdinand",1833-1908,Watchmaker,,
1244,c01245,FALLA,R.P.,"FALLA, R.P.","FALLA, R.P.",fl. 1960s,Collected for National Herbarium of Victoria,,
1245,c01246,FANNIN,P.,"FANNIN, P.","FANNIN, Peter",1930-,"Botanist (Central Australia), brother of Anne Urban",,
1246,c01247,FANNING,J.B.,"FANNING, J.B.","FANNING, John B.",fl. 1960s-80s,Photographer,,
1247,c01248,FARRELL,S.,"FARRELL, S.","FARRELL, S.",fl. pre 1900s,,,
1248,c01249,FARRELLY,M.M.n.M.,"FARRELLY, M.M.n.M.","FARRELLY, Mary Martha nee MALEY",1866-1943,Collected for Mueller in WA,notes,
1249,c01250,FARRER,W.J.,"FARRER, W.J.","FARRER, William James",1845-1906,"Surveyor, wheat breeder",,
1250,c01251,FAULKNER,J.,"FAULKNER, J.","FAULKNER, Joseph, Rev.",1886-1948,Presbyterian minister,notes,
1251,c01252,FAVENC,E.,"FAVENC, E.","FAVENC, Ernest",1846-1908,"Explorer, author",,
1252,c01253,FAWCETT,H.C.,"FAWCETT, H.C.","FAWCETT, Hugh Charles",1812-1890,Police magistrate,notes,
1253,c01254,FAWCETT,S.G.M.,"FAWCETT, S.G.M.","FAWCETT, S.G.M., see CARR",,,,
