,label,count,start_date,end_date,activity_span,left_side,right_side,similarity,dup_count,item,itemLabel,surname,initials,canonical_string,orcid,viaf,isni,harv,ipni,abbr,bloodhound_id,enc_au_sc_id,yob,yod,wyb,wye,wikidata_link,orcid_link,harv_link,ipni_link,bloodhound_link,enc_au_sc_link,au_dict_bio_link
1203,"May, T.W.",704,1981.0,2018.0,37.0,"May, T.W.","May, T.",0.784,1.0,http://www.wikidata.org/entity/Q7816746,Tom May,May,T.,"May, T.",,20153361270537390717,,,20003451-1,T.W.May,,,,,,,http://www.wikidata.org/wiki/Q7816746,,,https://www.ipni.org/a/20003451-1,,,
896,"Armitage, I.B.",1010,1962.0,1987.0,25.0,"Armitage, I.B.","Armitage, E.",0.784,3.0,http://www.wikidata.org/entity/Q1291563,Edward Armitage,Armitage,E.,"Armitage, E.",,47034164,0000 0000 6953 0510,,,,,,1817.0,1896.0,,,http://www.wikidata.org/wiki/Q1291563,,,,,,
897,"Armitage, I.B.",1010,1962.0,1987.0,25.0,"Armitage, I.B.","Armitage, E.",0.784,3.0,http://www.wikidata.org/entity/Q1291558,Edward Armitage,Armitage,E.,"Armitage, E.",,,,32919.0,13856-1,Arm.,,,1822.0,1906.0,,,http://www.wikidata.org/wiki/Q1291558,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=32919,https://www.ipni.org/a/13856-1,,,
898,"Armitage, I.B.",1010,1962.0,1987.0,25.0,"Armitage, I.B.","Armitage, E.",0.784,3.0,http://www.wikidata.org/entity/Q21505331,Eleanora Armitage,Armitage,E.,"Armitage, E.",,,,37971,30970-1,E.Arm.,,,1865.0,1961.0,,,http://www.wikidata.org/wiki/Q21505331,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=37971,https://www.ipni.org/a/30970-1,,,
862,"Tyson, P.A.",1049,2004.0,2016.0,12.0,"Tyson, P.A.","Tyson, J.",0.782,2.0,http://www.wikidata.org/entity/Q63140535,James Tyson,Tyson,J.,"Tyson, J.",,38416871,0000 0000 8117 5865,,,,,,1841.0,1919.0,,,http://www.wikidata.org/wiki/Q63140535,,,,,,
863,"Tyson, P.A.",1049,2004.0,2016.0,12.0,"Tyson, P.A.","Tyson, J.",0.782,2.0,http://www.wikidata.org/entity/Q15492751,James Tyson,Tyson,J.,"Tyson, J.",,29041856,0000 0000 6398 6680,,,,,,1819.0,1898.0,,,http://www.wikidata.org/wiki/Q15492751,,,,,,http://adb.anu.edu.au/biography/tyson-james-985
349,"Jarman, J.",2954,1973.0,2020.0,47.0,"Jarman, J.","Jarman, C.A.",0.781,1.0,http://www.wikidata.org/entity/Q21536194,Charles Arthur Jarman,Jarman,C.A.,"Jarman, C.A.",,,,,,,,,1882.0,1968.0,,,http://www.wikidata.org/wiki/Q21536194,,,,,,http://adb.anu.edu.au/biography/jarman-charles-arthur-10616
507,"Carr, D.J. | Carr, S.G.M.",1939,1879.0,1987.0,108.0,"Carr, D.J. | Carr, S.G.M.","Carr, D.J.",0.781,1.0,http://www.wikidata.org/entity/Q5086693,Dennis John Carr,Carr,D.J.,"Carr, D.J.",,70063576,0000 0001 1666 9903,,16920-1,D.J.Carr,,P001501b,1915.0,2008.0,,,http://www.wikidata.org/wiki/Q5086693,,,https://www.ipni.org/a/16920-1,,http://www.eoas.info/biogs/P001501b,
1066,"Trapnell, W.G.",827,1957.0,1978.0,21.0,"Trapnell, W.G.","Trapnell, C.G.",0.78,1.0,http://www.wikidata.org/entity/Q62024350,Colin Graham Trapnell,Trapnell,C.G.,"Trapnell, C.G.",,,,9271,,,,,1907.0,2004.0,,,http://www.wikidata.org/wiki/Q62024350,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=9271,,,,
77,"Pullen, R.",11709,1933.0,1999.0,66.0,"Pullen, R.","Pullen, A.B.",0.779,1.0,http://www.wikidata.org/entity/Q13222080,A. B. Pullen,Pullen,A.B.,"Pullen, A.B.",,,,,25146-1,A.B.Pullen,,,,,,,http://www.wikidata.org/wiki/Q13222080,,,https://www.ipni.org/a/25146-1,,,
78,"Moore, C.W.E.",11696,1935.0,1998.0,63.0,"Moore, C.W.E.","Moore, W.E.",0.779,1.0,http://www.wikidata.org/entity/Q41760224,William Ellery Moore,Moore,W.E.,"Moore, W.E.",,13911092,,,,,,,,,,,http://www.wikidata.org/wiki/Q41760224,,,,,,
501,"Hoyle, N.",1952,1907.0,1995.0,88.0,"Hoyle, N.","Hoyle, A.C.",0.779,1.0,http://www.wikidata.org/entity/Q17484816,Arthur Clague Hoyle,Hoyle,A.C.,"Hoyle, A.C.",,,,12175,4171-1,Hoyle,,,1904.0,1986.0,,,http://www.wikidata.org/wiki/Q17484816,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=12175,https://www.ipni.org/a/4171-1,,,
90,"Orchard, A.E.",10356,1938.0,2017.0,79.0,"Orchard, A.E.","Orchard, R.",0.778,1.0,http://www.wikidata.org/entity/Q7328187,Richard Orchard,Orchard,R.,"Orchard, R.",,,,,,,,,1871.0,1942.0,,,http://www.wikidata.org/wiki/Q7328187,,,,,,http://adb.anu.edu.au/biography/orchard-richard-beaumont-7912
119,"Jackson, E.N.S.",7432,1930.0,1992.0,62.0,"Jackson, E.N.S.","Jackson, E.",0.778,1.0,http://www.wikidata.org/entity/Q24059705,Edward Jackson,Jackson,E.,"Jackson, E.",,55668267,0000 0000 2722 3088,,,,,,1856.0,1942.0,,,http://www.wikidata.org/wiki/Q24059705,,,,,,
874,"Brooker, M.I.",1034,1966.0,1995.0,29.0,"Brooker, M.I.","Brooker, E.",0.775,1.0,http://www.wikidata.org/entity/Q3048465,Edward Brooker,Brooker,E.,"Brooker, E.",,,,,,,,,1891.0,1948.0,,,http://www.wikidata.org/wiki/Q3048465,,,,,,http://adb.anu.edu.au/biography/brooker-william-edward-9590
270,"Edinger, D.J.",3782,1983.0,2009.0,26.0,"Edinger, D.J.","Edinger, L.",0.772,1.0,http://www.wikidata.org/entity/Q66524,Ludwig Edinger,Edinger,L.,"Edinger, L.",,74000706,0000 0001 0915 977X,,,,,,1855.0,1918.0,,,http://www.wikidata.org/wiki/Q66524,,,,,,
578,"Hilton, F.M.",1662,1905.0,1985.0,80.0,"Hilton, F.M.","Hilton, J.",0.771,1.0,http://www.wikidata.org/entity/Q88830300,Jason Hilton,Hilton,J.,"Hilton, J.",,,,,20038901-1,J.Hilton,,,,,,,http://www.wikidata.org/wiki/Q88830300,,,https://www.ipni.org/a/20038901-1,,,
99,"Ewers, W.H.",9252,1932.0,2007.0,75.0,"Ewers, W.H.","Ewers, R.",0.77,1.0,http://www.wikidata.org/entity/Q22105577,R. Ewers,Ewers,R.,"Ewers, R.",,,,,,,,,,,,,http://www.wikidata.org/wiki/Q22105577,,,,,,
465,"Hort, F.",2133,1993.0,2018.0,25.0,"Hort, F.","Hort, F.J.A.",0.77,1.0,http://www.wikidata.org/entity/Q1374608,Fenton John Anthony Hort,Hort,F.J.A.,"Hort, F.J.A.",,34587266,0000 0001 2127 4842,67890.0,14741-1,Hort,,,1828.0,1892.0,,,http://www.wikidata.org/wiki/Q1374608,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=67890,https://www.ipni.org/a/14741-1,,,
844,"Rankin, M.O.",1060,1975.0,2000.0,25.0,"Rankin, M.O.","Rankin, J.",0.77,1.0,http://www.wikidata.org/entity/Q24239565,John Rankin,Rankin,J.,"Rankin, J.",,,,,,,,,1865.0,1936.0,,,http://www.wikidata.org/wiki/Q24239565,,,,,,http://adb.anu.edu.au/biography/rankin-john-8156
681,"Jessup, R.W.",1367,1944.0,1995.0,51.0,"Jessup, R.W.","Jessup, A.",0.769,1.0,http://www.wikidata.org/entity/Q22103005,Andrew Jessup,Jessup,A.,"Jessup, A.",,,,,,,,,,,,,http://www.wikidata.org/wiki/Q22103005,,,,,,
554,"Kealley, M.J.",1768,1997.0,1997.0,0.0,"Kealley, M.J.","Kealley, L.",0.768,1.0,http://www.wikidata.org/entity/Q21502570,Luke Kealley,Kealley,L.,"Kealley, L.",,,,,,,,,,,,,http://www.wikidata.org/wiki/Q21502570,,,,,,
249,"Moriarty, V.K.",4020,1874.0,1986.0,112.0,"Moriarty, V.K.","Moriarty, A.",0.766,1.0,http://www.wikidata.org/entity/Q20748330,Abram Moriarty,Moriarty,A.,"Moriarty, A.",,,,,,,,,1830.0,1918.0,,,http://www.wikidata.org/wiki/Q20748330,,,,,,http://adb.anu.edu.au/biography/moriarty-abram-orpen-4247
1122,"Errington, G.",780,1992.0,2017.0,25.0,"Errington, G.","Barrington, G.",0.763,1.0,http://www.wikidata.org/entity/Q5536756,George Barrington,Barrington,G.,"Barrington, G.",,90005829,0000 0000 8163 2990,,,,,,1755.0,1804.0,,,http://www.wikidata.org/wiki/Q5536756,,,,,,http://adb.anu.edu.au/biography/barrington-george-1746
831,"Baker, W.R.A.",1077,1871.0,1989.0,118.0,"Baker, W.R.A.","Baker, W.",0.762,1.0,http://www.wikidata.org/entity/Q27926913,William Baker,Baker,W.,"Baker, W.",,24378115,,,,,,P001594b,1864.0,1929.0,,,http://www.wikidata.org/wiki/Q27926913,,,,,http://www.eoas.info/biogs/P001594b,
601,"Crocker, R.L.",1540,1839.0,1994.0,155.0,"Crocker, R.L.","Crocker, T.",0.761,1.0,http://www.wikidata.org/entity/Q60676131,Templeton Crocker,Crocker,T.,"Crocker, T.",,60534091,,,,,,,1884.0,1948.0,,,http://www.wikidata.org/wiki/Q60676131,,,,,,
792,"Koch, Max",1145,1889.0,1990.0,101.0,"Koch, Max","Koch, M.",0.76,5.0,http://www.wikidata.org/entity/Q1417855,Manfred Koch,Koch,M.,"Koch, M.",,84342062,,,,,,,1901.0,1972.0,,,http://www.wikidata.org/wiki/Q1417855,,,,,,
793,"Koch, Max",1145,1889.0,1990.0,101.0,"Koch, Max","Koch, M.",0.76,5.0,http://www.wikidata.org/entity/Q13607931,Max Koch,Koch,M.,"Koch, M.",,213149106269868492334,,14659,20000001-2,Max Koch,,,1854.0,1925.0,,,http://www.wikidata.org/wiki/Q13607931,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=14659,https://www.ipni.org/a/20000001-2,,,
794,"Koch, Max",1145,1889.0,1990.0,101.0,"Koch, Max","Koch, M.",0.76,5.0,http://www.wikidata.org/entity/Q21389766,Milan Koch,Koch,M.,"Koch, M.",,,,,,,,,,,,,http://www.wikidata.org/wiki/Q21389766,,,,,,
795,"Koch, Max",1145,1889.0,1990.0,101.0,"Koch, Max","Koch, M.",0.76,5.0,http://www.wikidata.org/entity/Q50395475,Markus Koch,Koch,M.,"Koch, M.",,,,,,,,,,,,,http://www.wikidata.org/wiki/Q50395475,,,,,,
796,"Koch, Max",1145,1889.0,1990.0,101.0,"Koch, Max","Koch, M.",0.76,5.0,http://www.wikidata.org/entity/Q21517654,Marcus Koch,Koch,M.,"Koch, M.",0000-0002-1693-6829,7587155044748772520009,,,20031598-1,M.A.Koch,,,1967.0,,,,http://www.wikidata.org/wiki/Q21517654,https://orcid.org/0000-0002-1693-6829,,https://www.ipni.org/a/20031598-1,,,
935,"Alcock, K.M.",949,1963.0,2001.0,38.0,"Alcock, K.M.","Alcock, J.",0.759,1.0,http://www.wikidata.org/entity/Q1699105,John Alcock,Alcock,J.,"Alcock, J.",,22202306,0000 0001 1439 4387,,,,,,1942.0,,,,http://www.wikidata.org/wiki/Q1699105,,,,,,
1108,"Newman, I.V.",794,1930.0,1980.0,50.0,"Newman, I.V.","Newman, J.",0.759,2.0,http://www.wikidata.org/entity/Q6250360,John Newman,Newman,J.,"Newman, J.",,38651729,,,,,,,1946.0,1994.0,,,http://www.wikidata.org/wiki/Q6250360,,,,,,http://adb.anu.edu.au/biography/newman-john-paul-19949
1109,"Newman, I.V.",794,1930.0,1980.0,50.0,"Newman, I.V.","Newman, J.",0.759,2.0,http://www.wikidata.org/entity/Q15968623,James Newman,Newman,J.,"Newman, J.",,,,,,,,,1880.0,1973.0,,,http://www.wikidata.org/wiki/Q15968623,,,,,,http://adb.anu.edu.au/biography/newman-james-malcolm-11228
567,"Leeuwen, S. van",1675,1985.0,2006.0,21.0,"Leeuwen, S. van","Leeuwen, S.J.v.",0.751,1.0,http://www.wikidata.org/entity/Q21611423,Stephen J. van Leeuwen,Leeuwen,S.J.v.,"Leeuwen, S.J.v.",,,,,37115-1,S.J.van Leeuwen,,,1962.0,,,,http://www.wikidata.org/wiki/Q21611423,,,https://www.ipni.org/a/37115-1,,,
1008,"Atkins, K.J.",877,1976.0,1990.0,14.0,"Atkins, K.J.","Atkins, A.",0.751,1.0,http://www.wikidata.org/entity/Q21342049,Andrew Atkins,Atkins,A.,"Atkins, A.",,,,,,,,,,,,,http://www.wikidata.org/wiki/Q21342049,,,,,,
66,"Badman, F.J.",12684,1943.0,2009.0,66.0,"Badman, F.J.","Gladman, F.J.",0.75,1.0,http://www.wikidata.org/entity/Q5498152,Frederick John Gladman,Gladman,F.J.,"Gladman, F.J.",,,,,,,,,1839.0,1884.0,,,http://www.wikidata.org/wiki/Q5498152,,,,,,http://adb.anu.edu.au/biography/gladman-frederick-john-3619
760,"Cranfield, R.J. | Ward, B.G.",1223,2001.0,2010.0,9.0,"Cranfield, R.J. | Ward, B.G.","Cranfield, R.J.",0.75,1.0,http://www.wikidata.org/entity/Q19263359,Raymond Jeffrey Cranfield,Cranfield,R.J.,"Cranfield, R.J.",,,,,36616-1,Cranfield,,,1947.0,,,,http://www.wikidata.org/wiki/Q19263359,,,https://www.ipni.org/a/36616-1,,,
672,"Johnson, Stephen",1392,1875.0,1895.0,20.0,"Johnson, Stephen","Stephenson, S.",0.748,1.0,http://www.wikidata.org/entity/Q24226870,Stuart Stephenson,Stephenson,S.,"Stephenson, S.",,,,,,,,,1867.0,1944.0,,,http://www.wikidata.org/wiki/Q24226870,,,,,,http://adb.anu.edu.au/biography/stephenson-stuart-11760
1156,"Canty, P.D. | Copley, P.B.",751,1992.0,1998.0,6.0,"Canty, P.D. | Copley, P.B.","Copley, P.B.",0.748,1.0,http://www.wikidata.org/entity/Q21509030,Peter Bruce Copley,Copley,P.B.,"Copley, P.B.",,,,,17417-1,Copley,,,1956.0,,,,http://www.wikidata.org/wiki/Q21509030,,,https://www.ipni.org/a/17417-1,,,
776,"Leigh, J.H.",1179,1956.0,1971.0,15.0,"Leigh, J.H.","Leigh, S.",0.742,1.0,http://www.wikidata.org/entity/Q21537762,Samuel Leigh,Leigh,S.,"Leigh, S.",,,,,,,,,1785.0,1852.0,,,http://www.wikidata.org/wiki/Q21537762,,,,,,http://adb.anu.edu.au/biography/leigh-samuel-2348
958,"Beauglehole, A.C. | Errey, E.G.",926,1975.0,1982.0,7.0,"Beauglehole, A.C. | Errey, E.G.","Beauglehole, A.C.",0.741,1.0,http://www.wikidata.org/entity/Q16744919,Alexander Clifford Beauglehole,Beauglehole,A.C.,"Beauglehole, A.C.",,,,,,,Q16744919,P000214b,1920.0,2002.0,,,http://www.wikidata.org/wiki/Q16744919,,,,https://bloodhound-tracker.net/Q16744919,http://www.eoas.info/biogs/P000214b,
583,"Silcock, J.L.",1627,2004.0,2016.0,12.0,"Silcock, J.L.","Silcock, E.C.",0.74,1.0,http://www.wikidata.org/entity/Q21537359,Emma Caroline Silcock,Silcock,E.C.,"Silcock, E.C.",,,,,,,,,1858.0,1931.0,,,http://www.wikidata.org/wiki/Q21537359,,,,,,http://adb.anu.edu.au/biography/silcock-emma-caroline-8427
1199,"Griffith, H.H.D.",706,1904.0,2007.0,103.0,"Griffith, H.H.D.","Griffith, J.",0.74,1.0,http://www.wikidata.org/entity/Q21518139,John Griffith,Griffith,J.,"Griffith, J.",,,,,,,,,,,,,http://www.wikidata.org/wiki/Q21518139,,,,,,
977,"Lazarides, M. | Palmer, J.",902,1983.0,1988.0,5.0,"Lazarides, M. | Palmer, J.","Lazarides, M.",0.735,1.0,http://www.wikidata.org/entity/Q6012831,Michael Lazarides,Lazarides,M.,"Lazarides, M.",,,,38062,5361-1,Lazarides,Q6012831,P005675b,1928.0,2011.0,,,http://www.wikidata.org/wiki/Q6012831,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=38062,https://www.ipni.org/a/5361-1,https://bloodhound-tracker.net/Q6012831,http://www.eoas.info/biogs/P005675b,
822,"Keighery, B.J. | Gibson, N.",1102,1990.0,1997.0,7.0,"Keighery, B.J. | Gibson, N.","Keighery, B.J.",0.734,1.0,http://www.wikidata.org/entity/Q21517389,Bronwen Jean Keighery,Keighery,B.J.,"Keighery, B.J.",,,,,20013182-1,B.J.Keighery,,,1951.0,,,,http://www.wikidata.org/wiki/Q21517389,,,https://www.ipni.org/a/20013182-1,,,
277,"van Leeuwen, S.",3704,1985.0,2014.0,29.0,"van Leeuwen, S.","Leeuwen, S.J.v.",0.731,1.0,http://www.wikidata.org/entity/Q21611423,Stephen J. van Leeuwen,Leeuwen,S.J.v.,"Leeuwen, S.J.v.",,,,,37115-1,S.J.van Leeuwen,,,1962.0,,,,http://www.wikidata.org/wiki/Q21611423,,,https://www.ipni.org/a/37115-1,,,
1040,"Garnett, S.T.",843,1979.0,1995.0,16.0,"Garnett, S.T.","Garnett, R.",0.731,1.0,http://www.wikidata.org/entity/Q718512,Richard Garnett,Garnett,R.,"Garnett, R.",,56625067,0000 0001 0903 6438,,,,,,1835.0,1906.0,,,http://www.wikidata.org/wiki/Q718512,,,,,,
943,"D'Aubert, G.",942,1981.0,2004.0,23.0,"D'Aubert, G.","Dauber, D.",0.73,1.0,http://www.wikidata.org/entity/Q21394002,Diethard Dauber,Dauber,D.,"Dauber, D.",,,,,,,,,,,,,http://www.wikidata.org/wiki/Q21394002,,,,,,
123,"Keighery, G.J. | Gibson, N.",7061,1990.0,2004.0,14.0,"Keighery, G.J. | Gibson, N.","Keighery, G.J.",0.726,1.0,http://www.wikidata.org/entity/Q5885622,Gregory John Keighery,Keighery,G.J.,"Keighery, G.J.",,273450841,,7271,12184-1,Keighery,,,1950.0,,,,http://www.wikidata.org/wiki/Q5885622,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=7271,https://www.ipni.org/a/12184-1,,,
341,"Pollock, A.B.",2986,1988.0,2017.0,29.0,"Pollock, A.B.","Pollock, J.A.",0.726,1.0,http://www.wikidata.org/entity/Q6128882,James Arthur Pollock,Pollock,J.A.,"Pollock, J.A.",,311037394,,,,,,P001525b,1865.0,1922.0,,,http://www.wikidata.org/wiki/Q6128882,,,,,http://www.eoas.info/biogs/P001525b,http://adb.anu.edu.au/biography/pollock-james-arthur-8072
784,"Lay, B.",1156,1920.0,2009.0,89.0,"Lay, B.","Lay, J.",0.725,1.0,http://www.wikidata.org/entity/Q55626787,Jürgen Lay,Lay,J.,"Lay, J.",,,,,,,,,1942.0,,,,http://www.wikidata.org/wiki/Q55626787,,,,,,
908,"Thies, A.W.",1005,1978.0,1998.0,20.0,"Thies, A.W.","Thies, D.",0.724,1.0,http://www.wikidata.org/entity/Q21395266,Detlev Thies,Thies,D.,"Thies, D.",,,,,,,,,,,,,http://www.wikidata.org/wiki/Q21395266,,,,,,
102,"Muir, T.B.",9057,1879.0,1986.0,107.0,"Muir, T.B.","Muir, J.",0.724,3.0,http://www.wikidata.org/entity/Q379580,John Muir,Muir,J.,"Muir, J.",,68933311,0000 0001 2137 9847,24268.0,6757-1,J.Muir,Q379580,,1838.0,1914.0,,,http://www.wikidata.org/wiki/Q379580,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=24268,https://www.ipni.org/a/6757-1,https://bloodhound-tracker.net/Q379580,,
103,"Muir, T.B.",9057,1879.0,1986.0,107.0,"Muir, T.B.","Muir, J.",0.724,3.0,http://www.wikidata.org/entity/Q1701160,John Muir,Muir,J.,"Muir, J.",,25755593,0000 0000 4321 0842,,20009120-1,John Muir,Q1701160,,1874.0,1947.0,,,http://www.wikidata.org/wiki/Q1701160,,,https://www.ipni.org/a/20009120-1,https://bloodhound-tracker.net/Q1701160,,
104,"Muir, T.B.",9057,1879.0,1986.0,107.0,"Muir, T.B.","Muir, J.",0.724,3.0,http://www.wikidata.org/entity/Q64788212,Jock Muir,Muir,J.,"Muir, J.",,,,,,,,,1914.0,1995.0,,,http://www.wikidata.org/wiki/Q64788212,,,,,,http://adb.anu.edu.au/biography/muir-ernest-jack-jock-27598
469,"Lepschi, B.J. | Lally, T.R.",2111,1994.0,2001.0,7.0,"Lepschi, B.J. | Lally, T.R.","Lepschi, B.J.",0.722,1.0,http://www.wikidata.org/entity/Q5733654,Brendan John Lepschi,Lepschi,B.J.,"Lepschi, B.J.",,,,39693.0,36824-1,Lepschi,,,1969.0,,,,http://www.wikidata.org/wiki/Q5733654,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=39693,https://www.ipni.org/a/36824-1,,,
582,"Turpin, G.P.",1637,1985.0,2018.0,33.0,"Turpin, G.P.","Turpin, F.H.",0.721,1.0,http://www.wikidata.org/entity/Q3083387,François Henri Turpin,Turpin,F.H.,"Turpin, F.H.",,44396281,0000 0001 1025 8724,,,,,,1709.0,1799.0,,,http://www.wikidata.org/wiki/Q3083387,,,,,,
1110,"Rudd, R.J.",791,1989.0,1997.0,8.0,"Rudd, R.J.","Rudd, S.",0.721,1.0,http://www.wikidata.org/entity/Q7605796,Steele Rudd,Rudd,S.,"Rudd, S.",,64818586,0000 0000 8144 9619,,,,,,1868.0,1935.0,,,http://www.wikidata.org/wiki/Q7605796,,,,,,http://adb.anu.edu.au/biography/davis-arthur-hoey-5911
359,"Levring, T.",2818,1918.0,1978.0,60.0,"Levring, T.","Levring, C.T.C.",0.72,1.0,http://www.wikidata.org/entity/Q21518751,Carl Tore Christian Levring,Levring,C.T.C.,"Levring, C.T.C.",,,,68921,33266-1,Levring,,,1913.0,1980.0,,,http://www.wikidata.org/wiki/Q21518751,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=68921,https://www.ipni.org/a/33266-1,,,
1136,"Dalby, J.M.",761,1984.0,2005.0,21.0,"Dalby, J.M.","Dalby, D.H.",0.719,1.0,http://www.wikidata.org/entity/Q5815079,Dunkery Hugh Dalby,Dalby,D.H.,"Dalby, D.H.",,,,75587,1960-1,Dalby,,,1930.0,,,,http://www.wikidata.org/wiki/Q5815079,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=75587,https://www.ipni.org/a/1960-1,,,
438,"Eddie, C.",2395,1995.0,2017.0,22.0,"Eddie, C.","Eddie, W.M.M.",0.718,1.0,http://www.wikidata.org/entity/Q36700666,William M.M. Eddie,Eddie,W.M.M.,"Eddie, W.M.M.",,,,,20017299-1,Eddie,,,,,,,http://www.wikidata.org/wiki/Q36700666,,,https://www.ipni.org/a/20017299-1,,,
926,"Brett, R.G.",964,1934.0,1951.0,17.0,"Brett, R.G.","Brett, R.L.G.",0.716,1.0,http://www.wikidata.org/entity/Q21506471,Robert Lindsay Gordon Brett,Brett,R.L.G.,"Brett, R.L.G.",,,,45886,13253-1,Brett,,,1898.0,1975.0,,,http://www.wikidata.org/wiki/Q21506471,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=45886,https://www.ipni.org/a/13253-1,,,
1032,"Higginson, A.R.R.",848,1939.0,1966.0,27.0,"Higginson, A.R.R.","Higginson, T.W.",0.716,1.0,http://www.wikidata.org/entity/Q707838,Thomas Wentworth Higginson,Higginson,T.W.,"Higginson, T.W.",,62404642,0000 0001 1656 7077,,,,,,1823.0,1911.0,,,http://www.wikidata.org/wiki/Q707838,,,,,,
916,"Hooker, N.B.",990,2001.0,2020.0,19.0,"Hooker, N.B.","Hooker, C.",0.713,1.0,http://www.wikidata.org/entity/Q19880310,Charles Hooker,Hooker,C.,"Hooker, C.",,43577738,,,,,,,1799.0,1863.0,,,http://www.wikidata.org/wiki/Q19880310,,,,,,
842,"Cranfield, R.J. | Knight, K.",1065,2002.0,2003.0,1.0,"Cranfield, R.J. | Knight, K.","Cranfield, R.J.",0.712,1.0,http://www.wikidata.org/entity/Q19263359,Raymond Jeffrey Cranfield,Cranfield,R.J.,"Cranfield, R.J.",,,,,36616-1,Cranfield,,,1947.0,,,,http://www.wikidata.org/wiki/Q19263359,,,https://www.ipni.org/a/36616-1,,,
759,"Sandiford, E.M.",1226,1986.0,2016.0,30.0,"Sandiford, E.M.","Sandifort, G.",0.71,1.0,http://www.wikidata.org/entity/Q2315806,Gerard Sandifort,Sandifort,G.,"Sandifort, G.",,40190579,0000 0000 8222 8711,64927.0,8889-1,Sandifort,,,1779.0,1848.0,,,http://www.wikidata.org/wiki/Q2315806,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=64927,https://www.ipni.org/a/8889-1,,,
356,"Gates, G.M. | Ratkowsky, D.A.",2827,1996.0,2018.0,22.0,"Gates, G.M. | Ratkowsky, D.A.","Ratkowsky, D.(.).",0.709,1.0,http://www.wikidata.org/entity/Q88847216,David (A.) Ratkowsky,Ratkowsky,D.(.).,"Ratkowsky, D.(.).",,,,,20039130-1,Ratkowsky,,,,,,,http://www.wikidata.org/wiki/Q88847216,,,https://www.ipni.org/a/20039130-1,,,
686,"Gates, G.M.|Ratkowsky, D.A.",1360,1998.0,2018.0,20.0,"Gates, G.M.|Ratkowsky, D.A.","Ratkowsky, D.(.).",0.709,1.0,http://www.wikidata.org/entity/Q88847216,David (A.) Ratkowsky,Ratkowsky,D.(.).,"Ratkowsky, D.(.).",,,,,20039130-1,Ratkowsky,,,,,,,http://www.wikidata.org/wiki/Q88847216,,,https://www.ipni.org/a/20039130-1,,,
936,"Stacey, C.I.",949,1971.0,1991.0,20.0,"Stacey, C.I.","Stacey, J.W.",0.709,1.0,http://www.wikidata.org/entity/Q5933709,John William Stacey,Stacey,J.W.,"Stacey, J.W.",,,,45252,10005-1,Stacey,,,1871.0,1943.0,,,http://www.wikidata.org/wiki/Q5933709,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=45252,https://www.ipni.org/a/10005-1,,,
634,"Staples, I.B.",1433,1952.0,1995.0,43.0,"Staples, I.B.","Staples, D.A.",0.705,1.0,http://www.wikidata.org/entity/Q22109525,David A. Staples,Staples,D.A.,"Staples, D.A.",,,,,,,,,,,,,http://www.wikidata.org/wiki/Q22109525,,,,,,
1098,"Burns, T.E.",798,1937.0,1997.0,60.0,"Burns, T.E.","Burns, J.",0.705,2.0,http://www.wikidata.org/entity/Q6130539,James Burns,Burns,J.,"Burns, J.",,,,,,,,,1846.0,1923.0,,,http://www.wikidata.org/wiki/Q6130539,,,,,,http://adb.anu.edu.au/biography/burns-sir-james-177
1099,"Burns, T.E.",798,1937.0,1997.0,60.0,"Burns, T.E.","Burns, J.",0.705,2.0,http://www.wikidata.org/entity/Q21539410,James Burns,Burns,J.,"Burns, J.",,,,,,,,,1881.0,1969.0,,,http://www.wikidata.org/wiki/Q21539410,,,,,,http://adb.anu.edu.au/biography/burns-james-9638
142,"Aplin, T.E.H.",6538,1951.0,1998.0,47.0,"Aplin, T.E.H.","Aplin, W.",0.701,1.0,http://www.wikidata.org/entity/Q8004500,William Aplin,Aplin,W.,"Aplin, W.",,,,,,,,,1840.0,1901.0,,,http://www.wikidata.org/wiki/Q8004500,,,,,,http://adb.anu.edu.au/biography/aplin-william-2893
367,"Gibson, N. | Lyons, M.",2800,1989.0,1999.0,10.0,"Gibson, N. | Lyons, M.","Gibson, N.L.",0.701,1.0,http://www.wikidata.org/entity/Q36641551,Nicole L. Gibson,Gibson,N.L.,"Gibson, N.L.",,,,,20002810-1,N.L.Gibson,,,,,,,http://www.wikidata.org/wiki/Q36641551,,,https://www.ipni.org/a/20002810-1,,,
