,agent_id,family_name,initials_x,given_names,num_coll,start_year,end_year,full_name,left_side,right_side,similarity,dup_count,item,itemLabel,surname,initials_y,canonical_string,orcid,viaf,isni,harv,ipni,abbr,bloodhound_id,enc_au_sc_id,yob,yod,wyb,wye,wikidata_link,orcid_link,harv_link,ipni_link,bloodhound_link,enc_au_sc_link,au_dict_bio_link
201,18633,Sluiter,I.R.K.,Ian,320,1990.0,2019.0,"Sluiter, I.R.K.","Sluiter, I.R.K.","Sluiter, I.R.K.",1.0,1.0,http://www.wikidata.org/entity/Q88851804,Ian R.K. Sluiter,Sluiter,I.R.K.,"Sluiter, I.R.K.",,,,,20044338-1,Sluiter,,,,,,,http://www.wikidata.org/wiki/Q88851804,,,https://www.ipni.org/a/20044338-1,,,
203,21555,Whibley,D.J.E.,,316,1957.0,1987.0,"Whibley, D.J.E.","Whibley, D.J.E.","Whibley, D.J.E.",1.0,1.0,http://www.wikidata.org/entity/Q21340718,David John Edward Whibley,Whibley,D.J.E.,"Whibley, D.J.E.",,,,,28708-1,Whibley,,,1936.0,2002.0,,,http://www.wikidata.org/wiki/Q21340718,,,https://www.ipni.org/a/28708-1,,,
210,20106,Todaro,A.,,310,1855.0,1856.0,"Todaro, A.","Todaro, A.","Todaro, A.",1.0,1.0,http://www.wikidata.org/entity/Q2738798,Agostino Todaro,Todaro,A.,"Todaro, A.",,10628368,0000 0000 7357 1569,669.0,10704-1,Tod.,,,1818.0,1892.0,,,http://www.wikidata.org/wiki/Q2738798,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=669,https://www.ipni.org/a/10704-1,,,
220,14211,Morton,W.L.,,305,1861.0,1889.0,"Morton, W.L.","Morton, W.L.","Morton, W.L.",1.0,1.0,http://www.wikidata.org/entity/Q24088274,William Lockhart Morton,Morton,W.L.,"Morton, W.L.",,77631922,0000 0000 6343 777X,,,,,P000107b,1820.0,1898.0,,,http://www.wikidata.org/wiki/Q24088274,,,,,http://www.eoas.info/biogs/P000107b,http://adb.anu.edu.au/biography/morton-william-lockhart-4260
224,7426,Gibson,N.,Neil,304,1985.0,2014.0,"Gibson, N.","Gibson, N.","Gibson, N.",1.0,1.0,http://www.wikidata.org/entity/Q21513975,Neil Gibson,Gibson,N.,"Gibson, N.",,,,,20005656-1,N.Gibson,,,1957.0,,,,http://www.wikidata.org/wiki/Q21513975,,,https://www.ipni.org/a/20005656-1,,,
225,18718,Smith,L.S.,Lindsay Stewart,303,1937.0,1983.0,"Smith, L.S.","Smith, L.S.","Smith, L.S.",1.0,1.0,http://www.wikidata.org/entity/Q2884481,Lindsay Stuart Smith,Smith,L.S.,"Smith, L.S.",,17145602339701360090,0000 0000 7267 0725,50060.0,9811-1,L.S.Sm.,,P000043b,1917.0,1970.0,,,http://www.wikidata.org/wiki/Q2884481,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=50060,https://www.ipni.org/a/9811-1,,http://www.eoas.info/biogs/P000043b,
242,17910,Schofield,W.B.,Wilfred,302,1950.0,1987.0,"Schofield, W.B.","Schofield, W.B.","Schofield, W.B.",1.0,1.0,http://www.wikidata.org/entity/Q21340086,Wilfred Borden Schofield,Schofield,W.B.,"Schofield, W.B.",,48178548,0000 0001 1636 6929,2870,26342-1,W.B.Schofield,,,1927.0,2008.0,,,http://www.wikidata.org/wiki/Q21340086,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=2870,https://www.ipni.org/a/26342-1,,,
249,2241,Bradshaw,J.,,298,1891.0,1991.0,"Bradshaw, J.","Bradshaw, J.","Bradshaw, J.",1.0,1.0,http://www.wikidata.org/entity/Q16059126,Joseph Bradshaw,Bradshaw,J.,"Bradshaw, J.",,33968175,,,,,,P005720b,1854.0,1916.0,,,http://www.wikidata.org/wiki/Q16059126,,,,,http://www.eoas.info/biogs/P005720b,
254,5091,Davis,H.,,296,1888.0,1890.0,"Davis, H.","Davis, H.","Davis, H.",1.0,1.0,http://www.wikidata.org/entity/Q37148053,Hannah Davis,Davis,H.,"Davis, H.",,,,,,,,,,,,,http://www.wikidata.org/wiki/Q37148053,,,,,,
264,9898,Hyland,B.,,294,1961.0,2000.0,"Hyland, B.","Hyland, B.","Hyland, B.",1.0,1.0,http://www.wikidata.org/entity/Q4893242,Bernard Hyland,Hyland,B.,"Hyland, B.",,,,,4262-1,B.Hyland,,,1937.0,,,,http://www.wikidata.org/wiki/Q4893242,,,https://www.ipni.org/a/4262-1,,,
270,4019,Colenso,W.,William,293,1833.0,1897.0,"Colenso, W.","Colenso, W.","Colenso, W.",1.0,1.0,http://www.wikidata.org/entity/Q2624463,William Colenso,Colenso,W.,"Colenso, W.",,69861851,0000 0000 6324 5057,27349.0,1736-1,Colenso,Q2624463,P001553b,1811.0,1899.0,,,http://www.wikidata.org/wiki/Q2624463,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=27349,https://www.ipni.org/a/1736-1,https://bloodhound-tracker.net/Q2624463,http://www.eoas.info/biogs/P001553b,
275,6701,Forde,N.,,291,1953.0,1960.0,"Forde, N.","Forde, N.","Forde, N.",1.0,1.0,http://www.wikidata.org/entity/Q21395061,Neville Forde,Forde,N.,"Forde, N.",,,,64223,2821-1,Forde,,,,,,,http://www.wikidata.org/wiki/Q21395061,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=64223,https://www.ipni.org/a/2821-1,,,
277,18496,Simpson,K.,,289,1964.0,1978.0,"Simpson, K.","Simpson, K.","Simpson, K.",1.0,1.0,http://www.wikidata.org/entity/Q17400791,Ken Simpson,Simpson,K.,"Simpson, K.",,100311001,0000 0001 1496 0553,,,,,P003142b,1938.0,2014.0,,,http://www.wikidata.org/wiki/Q17400791,,,,,http://www.eoas.info/biogs/P003142b,
281,21582,White,C.T.,,286,1908.0,1950.0,"White, C.T.","White, C.T.","White, C.T.",1.0,1.0,http://www.wikidata.org/entity/Q685291,Cyril Tenison White,White,C.T.,"White, C.T.",,91618650,0000 0000 6542 8746,21351.0,11615-1,C.T.White,,P000887b,1890.0,1950.0,,,http://www.wikidata.org/wiki/Q685291,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=21351,https://www.ipni.org/a/11615-1,,http://www.eoas.info/biogs/P000887b,http://adb.anu.edu.au/biography/white-cyril-tenison-9069
284,20920,Wallace,R.,,284,1877.0,1917.0,"Wallace, R.","Wallace, R.","Wallace, R.",1.0,1.0,http://www.wikidata.org/entity/Q21283011,Robert Wallace,Wallace,R.,"Wallace, R.",,38104863,0000 0001 0965 1027,,,,,P004042b,1853.0,1939.0,,,http://www.wikidata.org/wiki/Q21283011,,,,,http://www.eoas.info/biogs/P004042b,
285,7016,Frood,D.,,284,1976.0,2017.0,"Frood, D.","Frood, D.","Frood, D.",1.0,1.0,http://www.wikidata.org/entity/Q36536297,D. Frood,Frood,D.,"Frood, D.",,,,,20016803-2,Frood,,,,,,,http://www.wikidata.org/wiki/Q36536297,,,https://www.ipni.org/a/20016803-2,,,
287,17431,Rugel,F.I.X.,Ferdinand Igantius Xavier,283,1834.0,1848.0,"Rugel, F.I.X.","Rugel, F.I.X.","Rugel, F.I.X.",1.0,1.0,http://www.wikidata.org/entity/Q21607532,Ferdinand Ignatius Xavier Rugel,Rugel,F.I.X.,"Rugel, F.I.X.",,171215890,0000 0001 2014 1159,66070,8725-1,Rugel,,,1806.0,1879.0,,,http://www.wikidata.org/wiki/Q21607532,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=66070,https://www.ipni.org/a/8725-1,,,
290,15773,Pescott,E.E.,,281,1897.0,1931.0,"Pescott, E.E.","Pescott, E.E.","Pescott, E.E.",1.0,1.0,http://www.wikidata.org/entity/Q4359737,Edward Edgar Pescott,Pescott,E.E.,"Pescott, E.E.",,94865172,0000 0000 6540 4293,18799.0,7554-1,Pescott,,P000709b,1872.0,1954.0,,,http://www.wikidata.org/wiki/Q4359737,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=18799,https://www.ipni.org/a/7554-1,,http://www.eoas.info/biogs/P000709b,http://adb.anu.edu.au/biography/pescott-edward-edgar-8026
292,11336,Lally,T.R.,Terena,280,1992.0,2010.0,"Lally, T.R.","Lally, T.R.","Lally, T.R.",1.0,1.0,http://www.wikidata.org/entity/Q21391002,Terena R. Lally,Lally,T.R.,"Lally, T.R.",,,,,20013870-1,Lally,,,,,,,http://www.wikidata.org/wiki/Q21391002,,,https://www.ipni.org/a/20013870-1,,,
306,27827,Bonito,G.M.,Gregory,272,2014.0,2015.0,"Bonito, G.M.","Bonito, G.M.","Bonito, G.M.",1.0,1.0,http://www.wikidata.org/entity/Q88811612,Gregory M. Bonito,Bonito,G.M.,"Bonito, G.M.",,,,,20034969-1,Bonito,,,,,,,http://www.wikidata.org/wiki/Q88811612,,,https://www.ipni.org/a/20034969-1,,,
307,6554,Fitzgerald,R.D.,,271,1869.0,1892.0,"Fitzgerald, R.D.","Fitzgerald, R.D.","Fitzgerald, R.D.",1.0,1.0,http://www.wikidata.org/entity/Q7273560,R. D. Fitzgerald,Fitzgerald,R.D.,"Fitzgerald, R.D.",,49234983,,,,,,,1902.0,1987.0,,,http://www.wikidata.org/wiki/Q7273560,,,,,,http://adb.anu.edu.au/biography/fitzgerald-robert-david-bob-12498
308,16691,Regnell,A.F.,Anders Fredrik,271,1846.0,1862.0,"Regnell, A.F.","Regnell, A.F.","Regnell, A.F.",1.0,1.0,http://www.wikidata.org/entity/Q4753777,Anders Fredrik Regnell,Regnell,A.F.,"Regnell, A.F.",,35207175,0000 0000 7990 4109,14607.0,8240-1,Regnell,Q4753777,,1807.0,1884.0,,,http://www.wikidata.org/wiki/Q4753777,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=14607,https://www.ipni.org/a/8240-1,https://bloodhound-tracker.net/Q4753777,,
309,16916,Riedel,L.,Ludwig,270,1821.0,1934.0,"Riedel, L.","Riedel, L.","Riedel, L.",1.0,1.0,http://www.wikidata.org/entity/Q2529631,Ludwig Riedel,Riedel,L.,"Riedel, L.",,22952878,0000 0000 2064 5755,8363.0,8384-1,Riedel,,,1790.0,1861.0,,,http://www.wikidata.org/wiki/Q2529631,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=8363,https://www.ipni.org/a/8384-1,,,
310,7473,Gill,W.,,270,1888.0,1990.0,"Gill, W.","Gill, W.","Gill, W.",1.0,1.0,http://www.wikidata.org/entity/Q53836524,Walter Gill,Gill,W.,"Gill, W.",,94989972,,,,,,P003562b,1851.0,1929.0,,,http://www.wikidata.org/wiki/Q53836524,,,,,http://www.eoas.info/biogs/P003562b,
313,2333,Breteler,F.J.,,270,1889.0,1994.0,"Breteler, F.J.","Breteler, F.J.","Breteler, F.J.",1.0,1.0,http://www.wikidata.org/entity/Q2451725,Franciscus Jozef Breteler,Breteler,F.J.,"Breteler, F.J.",,73904812,0000 0001 1672 1089,69837.0,1125-1,Breteler,,,1932.0,,,,http://www.wikidata.org/wiki/Q2451725,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=69837,https://www.ipni.org/a/1125-1,,,
314,4825,Curtis,W.M.,,269,1862.0,1992.0,"Curtis, W.M.","Curtis, W.M.","Curtis, W.M.",1.0,1.0,http://www.wikidata.org/entity/Q452813,Winifred Mary Curtis,Curtis,W.M.,"Curtis, W.M.",,18025267,0000 0000 6369 563X,63894.0,1928-1,W.M.Curtis,Q452813,P003371b,1905.0,2005.0,,,http://www.wikidata.org/wiki/Q452813,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=63894,https://www.ipni.org/a/1928-1,https://bloodhound-tracker.net/Q452813,http://www.eoas.info/biogs/P003371b,
315,12588,Makinson,R.O.,Bob,269,1985.0,2009.0,"Makinson, R.O.","Makinson, R.O.","Makinson, R.O.",1.0,1.0,http://www.wikidata.org/entity/Q21338996,Robert Owen Makinson,Makinson,R.O.,"Makinson, R.O.",,,,,36019-1,Makinson,,,1956.0,,,,http://www.wikidata.org/wiki/Q21338996,,,https://www.ipni.org/a/36019-1,,,
329,12137,Lothian,T.R.N.,Thomas Robert Noel,264,1927.0,1978.0,"Lothian, T.R.N.","Lothian, T.R.N.","Lothian, T.R.N.",1.0,1.0,http://www.wikidata.org/entity/Q17403916,Thomas Robert Noel Lothian,Lothian,T.R.N.,"Lothian, T.R.N.",,92084352,0000 0000 6442 1577,16941,5768-1,Lothian,,,1915.0,2004.0,,,http://www.wikidata.org/wiki/Q17403916,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=16941,https://www.ipni.org/a/5768-1,,,
333,986,Barker,W.R.,Bill,263,1963.0,2014.0,"Barker, W.R.","Barker, W.R.","Barker, W.R.",1.0,1.0,http://www.wikidata.org/entity/Q21505669,William Robert Barker,Barker,W.R.,"Barker, W.R.",,,,,13249-1,W.R.Barker,,,1948.0,,,,http://www.wikidata.org/wiki/Q21505669,,,https://www.ipni.org/a/13249-1,,,
335,11246,Kurokawa,S.,Syo,260,1951.0,1981.0,"Kurokawa, S.","Kurokawa, S.","Kurokawa, S.",1.0,1.0,http://www.wikidata.org/entity/Q21339137,Syo Kurokawa,Kurokawa,S.,"Kurokawa, S.",,21180913,0000 0000 2844 0201,662,21884-1,Kurok.,Q21339137,,1926.0,2010.0,,,http://www.wikidata.org/wiki/Q21339137,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=662,https://www.ipni.org/a/21884-1,https://bloodhound-tracker.net/Q21339137,,
341,20928,Wallich,N.,Nathaniel,258,1815.0,1891.0,"Wallich, N.","Wallich, N.","Wallich, N.",1.0,1.0,http://www.wikidata.org/entity/Q730310,Nathaniel Wallich,Wallich,N.,"Wallich, N.",,9962177,0000 0000 8089 100X,776.0,12990-1,Wall.,Q730310,,1786.0,1854.0,,,http://www.wikidata.org/wiki/Q730310,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=776,https://www.ipni.org/a/12990-1,https://bloodhound-tracker.net/Q730310,,
342,10022,Ising,E.H.,,257,1915.0,1973.0,"Ising, E.H.","Ising, E.H.","Ising, E.H.",1.0,1.0,http://www.wikidata.org/entity/Q21339865,Ernest Horace Ising,Ising,E.H.,"Ising, E.H.",,,,69290,4321-1,Ising,,,1884.0,1973.0,,,http://www.wikidata.org/wiki/Q21339865,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=69290,https://www.ipni.org/a/4321-1,,,
344,13213,McDougall,K.L.,Keith,256,1987.0,2018.0,"McDougall, K.L.","McDougall, K.L.","McDougall, K.L.",1.0,1.0,http://www.wikidata.org/entity/Q33684277,Keith Leonard McDougall,McDougall,K.L.,"McDougall, K.L.",,,,,40351-1,K.L.McDougall,,,,,,,http://www.wikidata.org/wiki/Q33684277,,,https://www.ipni.org/a/40351-1,,,
347,27165,Shevock,J.R.,James,256,1996.0,2016.0,"Shevock, J.R.","Shevock, J.R.","Shevock, J.R.",1.0,1.0,http://www.wikidata.org/entity/Q13415756,James Robert Shevock,Shevock,J.R.,"Shevock, J.R.",,,,,26650-1,Shevock,,,1950.0,,,,http://www.wikidata.org/wiki/Q13415756,,,https://www.ipni.org/a/26650-1,,,
348,4252,Copeland,L.M.,Lachlan,255,1997.0,2015.0,"Copeland, L.M.","Copeland, L.M.","Copeland, L.M.",1.0,1.0,http://www.wikidata.org/entity/Q5968686,Lachlan Mackenzie Copeland,Copeland,L.M.,"Copeland, L.M.",,,,3619,40301-1,L.M.Copel.,,,1973.0,,,,http://www.wikidata.org/wiki/Q5968686,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=3619,https://www.ipni.org/a/40301-1,,,
349,16502,Ramos,M.,Maximo,255,1907.0,1927.0,"Ramos, M.","Ramos, M.","Ramos, M.",1.0,1.0,http://www.wikidata.org/entity/Q25443685,Manuela Ramos,Ramos,M.,"Ramos, M.",,,,,,,,,,,,,http://www.wikidata.org/wiki/Q25443685,,,,,,
352,1057,Barrett,M.D.,Matthew,255,1992.0,2016.0,"Barrett, M.D.","Barrett, M.D.","Barrett, M.D.",1.0,1.0,http://www.wikidata.org/entity/Q21388594,Matthew David Barrett,Barrett,M.D.,"Barrett, M.D.",,,,15890.0,38847-1,M.D.Barrett,,,1974.0,,,,http://www.wikidata.org/wiki/Q21388594,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=15890,https://www.ipni.org/a/38847-1,,,
356,16482,Ralph,T.S.,,254,1842.0,1894.0,"Ralph, T.S.","Ralph, T.S.","Ralph, T.S.",1.0,1.0,http://www.wikidata.org/entity/Q21606908,Thomas Shearman Ralph,Ralph,T.S.,"Ralph, T.S.",,38698306,0000 0001 1623 8476,35579.0,8112-1,Ralph,,,1813.0,1891.0,,,http://www.wikidata.org/wiki/Q21606908,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=35579,https://www.ipni.org/a/8112-1,,,
357,12883,Masters,J.W.,John William,253,1844.0,1957.0,"Masters, J.W.","Masters, J.W.","Masters, J.W.",1.0,1.0,http://www.wikidata.org/entity/Q21520093,John William Masters,Masters,J.W.,"Masters, J.W.",,,,,6206-1,J.W.Mast.,,,,1873.0,,,http://www.wikidata.org/wiki/Q21520093,,,https://www.ipni.org/a/6206-1,,,
361,1238,Bayly,M.J.,Mike,251,1976.0,2009.0,"Bayly, M.J.","Bayly, M.J.","Bayly, M.J.",1.0,1.0,http://www.wikidata.org/entity/Q18982932,Michael James Bayly,Bayly,M.J.,"Bayly, M.J.",,73603243,0000 0000 4489 0149,68162,36560-1,Bayly,,P005438b,1970.0,,,,http://www.wikidata.org/wiki/Q18982932,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=68162,https://www.ipni.org/a/36560-1,,http://www.eoas.info/biogs/P005438b,
370,18246,Sharpe,P.R.,,245,1977.0,1993.0,"Sharpe, P.R.","Sharpe, P.R.","Sharpe, P.R.",1.0,1.0,http://www.wikidata.org/entity/Q21608752,Philip Ridley Sharpe,Sharpe,P.R.,"Sharpe, P.R.",,,,,26604-1,Sharpe,,,1915.0,,,,http://www.wikidata.org/wiki/Q21608752,,,https://www.ipni.org/a/26604-1,,,
377,22087,Woelkerling,W.J.,,243,1958.0,1991.0,"Woelkerling, W.J.","Woelkerling, W.J.","Woelkerling, W.J.",1.0,1.0,http://www.wikidata.org/entity/Q21612888,William James Woelkerling,Woelkerling,W.J.,"Woelkerling, W.J.",,,,,31816-1,Woelk.,,,1941.0,,,,http://www.wikidata.org/wiki/Q21612888,,,https://www.ipni.org/a/31816-1,,,
378,18148,Sellow,F.,Friedrich,243,1805.0,1839.0,"Sellow, F.","Sellow, F.","Sellow, F.",1.0,1.0,http://www.wikidata.org/entity/Q76159,Friedrich Sellow,Sellow,F.,"Sellow, F.",,88234994,0000 0000 5966 1998,24356.0,9464-1,Sellow,Q76159,,1789.0,1831.0,,,http://www.wikidata.org/wiki/Q76159,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=24356,https://www.ipni.org/a/9464-1,https://bloodhound-tracker.net/Q76159,,
379,5520,Douglas,A.W.,,242,1994.0,1997.0,"Douglas, A.W.","Douglas, A.W.","Douglas, A.W.",1.0,1.0,http://www.wikidata.org/entity/Q33669845,A.W. Douglas,Douglas,A.W.,"Douglas, A.W.",,,,,37374-1,A.W.Douglas,,,,,,,http://www.wikidata.org/wiki/Q33669845,,,https://www.ipni.org/a/37374-1,,,
382,1280,Beaton,G.W.,,240,1960.0,1984.0,"Beaton, G.W.","Beaton, G.W.","Beaton, G.W.",1.0,1.0,http://www.wikidata.org/entity/Q4087521,Gordon William Beaton,Beaton,G.W.,"Beaton, G.W.",,,,,15841-1,G.W.Beaton,,P005365b,1911.0,1988.0,,,http://www.wikidata.org/wiki/Q4087521,,,https://www.ipni.org/a/15841-1,,http://www.eoas.info/biogs/P005365b,http://adb.anu.edu.au/biography/beaton-gordon-william-12188
391,12259,Lumley,P.F.,,234,1977.0,1990.0,"Lumley, P.F.","Lumley, P.F.","Lumley, P.F.",1.0,1.0,http://www.wikidata.org/entity/Q21519589,Peter Francis Lumley,Lumley,P.F.,"Lumley, P.F.",,,,,14569-1,Lumley,,,1938.0,,,,http://www.wikidata.org/wiki/Q21519589,,,https://www.ipni.org/a/14569-1,,,
402,19092,Stauffer,H.U.,,231,1963.0,1964.0,"Stauffer, H.U.","Stauffer, H.U.","Stauffer, H.U.",1.0,1.0,http://www.wikidata.org/entity/Q21609611,Hans Ulrich Stauffer,Stauffer,H.U.,"Stauffer, H.U.",,22664887,0000 0001 2124 0618,9977,10041-1,Stauffer,,,1929.0,1965.0,,,http://www.wikidata.org/wiki/Q21609611,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=9977,https://www.ipni.org/a/10041-1,,,
403,24701,Birch,J.L.,Joanne ,231,2007.0,2014.0,"Birch, J.L.","Birch, J.L.","Birch, J.L.",1.0,1.0,http://www.wikidata.org/entity/Q22669069,Joanne L. Birch,Birch,J.L.,"Birch, J.L.",,,,95872.0,20028320-1,Birch,,,,,,,http://www.wikidata.org/wiki/Q22669069,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=95872,https://www.ipni.org/a/20028320-1,,,
410,15334,Pancher,J.A.I.,,228,1860.0,1868.0,"Pancher, J.A.I.","Pancher, J.A.I.","Pancher, J.A.I.",1.0,1.0,http://www.wikidata.org/entity/Q3170415,Jean Armand Isidore Pancher,Pancher,J.A.I.,"Pancher, J.A.I.",,283451910,0000 0003 8993 4346,121.0,7302-1,Pancher,,,1814.0,1877.0,,,http://www.wikidata.org/wiki/Q3170415,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=121,https://www.ipni.org/a/7302-1,,,
411,21819,Williams,J.B.,,228,1896.0,1999.0,"Williams, J.B.","Williams, J.B.","Williams, J.B.",1.0,1.0,http://www.wikidata.org/entity/Q5665348,John Beaumont Williams,Williams,J.B.,"Williams, J.B.",,91430974,0000 0000 7331 2313,,28789-1,J.B.Williams,,,1932.0,2005.0,,,http://www.wikidata.org/wiki/Q5665348,,,https://www.ipni.org/a/28789-1,,,
412,21038,Warcup,J.H.,,226,1969.0,1986.0,"Warcup, J.H.","Warcup, J.H.","Warcup, J.H.",1.0,1.0,http://www.wikidata.org/entity/Q21612228,John Henry Warcup,Warcup,J.H.,"Warcup, J.H.",,,,,28559-1,Warcup,,,1921.0,1998.0,,,http://www.wikidata.org/wiki/Q21612228,,,https://www.ipni.org/a/28559-1,,,
418,12203,Lucas,T.P.,,223,1878.0,1885.0,"Lucas, T.P.","Lucas, T.P.","Lucas, T.P.",1.0,1.0,http://www.wikidata.org/entity/Q3525470,Thomas Pennington Lucas,Lucas,T.P.,"Lucas, T.P.",,91997456,,,,,,P001907b,1843.0,1917.0,,,http://www.wikidata.org/wiki/Q3525470,,,,,http://www.eoas.info/biogs/P001907b,
419,18117,Seemann,B.C.,Berthold Carl,223,1846.0,1894.0,"Seemann, B.C.","Seemann, B.C.","Seemann, B.C.",1.0,1.0,http://www.wikidata.org/entity/Q64899,Berthold Carl Seemann,Seemann,B.C.,"Seemann, B.C.",,42615363,0000 0000 8223 4994,85.0,9417-1,Seem.,,,1825.0,1871.0,,,http://www.wikidata.org/wiki/Q64899,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=85,https://www.ipni.org/a/9417-1,,,
421,13361,McKibbin,J.N.,,222,1880.0,1900.0,"McKibbin, J.N.","McKibbin, J.N.","McKibbin, J.N.",1.0,1.0,http://www.wikidata.org/entity/Q21516266,J.N. McKibbin,McKibbin,J.N.,"McKibbin, J.N.",,,,83399,13306-1,McKibbin,,,,,,,http://www.wikidata.org/wiki/Q21516266,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=83399,https://www.ipni.org/a/13306-1,,,
432,32707,Johnson,S.,,220,1873.0,1875.0,"Johnson, S.","Johnson, S.","Johnson, S.",1.0,1.0,http://www.wikidata.org/entity/Q22113504,Scott Johnson,Johnson,S.,"Johnson, S.",,,,,,,,,,,,,http://www.wikidata.org/wiki/Q22113504,,,,,,
434,5972,Ehrenberg,C.G.,,220,1820.0,1880.0,"Ehrenberg, C.G.","Ehrenberg, C.G.","Ehrenberg, C.G.",1.0,1.0,http://www.wikidata.org/entity/Q76549,Christian Gottfried Ehrenberg,Ehrenberg,C.G.,"Ehrenberg, C.G.",,73968174,0000 0000 8153 985X,2031.0,18400-1,Ehrenb.,,,1795.0,1876.0,,,http://www.wikidata.org/wiki/Q76549,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=2031,https://www.ipni.org/a/18400-1,,,
435,12299,Lyell,G.,,219,1890.0,1942.0,"Lyell, G.","Lyell, G.","Lyell, G.",1.0,1.0,http://www.wikidata.org/entity/Q5541891,George Lyell,Lyell,G.,"Lyell, G.",,,,,,,,P001310b,1866.0,1951.0,,,http://www.wikidata.org/wiki/Q5541891,,,,,http://www.eoas.info/biogs/P001310b,http://adb.anu.edu.au/biography/lyell-george-7265
439,20397,Turner,J.,,219,1879.0,2015.0,"Turner, J.","Turner, J.","Turner, J.",1.0,1.0,http://www.wikidata.org/entity/Q6144480,James Turner,Turner,J.,"Turner, J.",,,,,,,,,1829.0,1893.0,,,http://www.wikidata.org/wiki/Q6144480,,,,,,http://adb.anu.edu.au/biography/turner-james-francis-4761
440,6775,Forsyth,W.,,218,1889.0,1910.0,"Forsyth, W.","Forsyth, W.","Forsyth, W.",1.0,1.0,http://www.wikidata.org/entity/Q1509710,William Forsyth,Forsyth,W.,"Forsyth, W.",,59265538,0000 0000 8138 6128,46743.0,2839-1,Forsyth,,,1737.0,1804.0,,,http://www.wikidata.org/wiki/Q1509710,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=46743,https://www.ipni.org/a/2839-1,,,
442,1156,Bate,M.H.,,217,1881.0,1885.0,"Bate, M.H.","Bate, M.H.","Bate, M.H.",1.0,1.0,http://www.wikidata.org/entity/Q19667814,Mary Harriet Bate,Bate,M.H.,"Bate, M.H.",,,,,,,,P005165b,1855.0,1964.0,,,http://www.wikidata.org/wiki/Q19667814,,,,,http://www.eoas.info/biogs/P005165b,
444,20695,Vieillard,E.,Eugène,216,1855.0,1867.0,"Vieillard, E.","Vieillard, E.","Vieillard, E.",1.0,1.0,http://www.wikidata.org/entity/Q612225,Eugène Vieillard,Vieillard,E.,"Vieillard, E.",,66646345,0000 0000 4731 3283,15374.0,11176-1,Vieill.,,,1819.0,1896.0,,,http://www.wikidata.org/wiki/Q612225,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=15374,https://www.ipni.org/a/11176-1,,,
458,8096,Gueinzius,W.,Wilhelm,211,,,"Gueinzius, W.","Gueinzius, W.","Gueinzius, W.",1.0,1.0,http://www.wikidata.org/entity/Q102596,Wilhelm Gueinzius,Gueinzius,W.,"Gueinzius, W.",,4999148209311200460006,,37289.0,,,,,1813.0,1874.0,,,http://www.wikidata.org/wiki/Q102596,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=37289,,,,
